Fecha,Saturación,N° de pallets
2025-11-24 15:41:26.105301,11.82,13
2025-11-24 15:58:28.009142,20.91,23
2025-11-24 16:17:56.730690,7.27,8
2025-11-24 17:07:34.864585,3.64,4
2025-11-24 17:23:12.305242,3.64,4
2025-11-24 17:41:00.948737,3.64,4
2025-11-24 18:16:03.503991,3.64,4
2025-11-24 18:33:03.054477,2.73,3
2025-11-24 19:07:44.530028,1.82,2
2025-11-24 19:23:14.600591,1.82,2
2025-11-24 19:38:44.450881,5.45,6
2025-11-24 19:55:40.295038,1.82,2
2025-11-24 20:11:09.325634,1.82,2
2025-11-24 20:27:03.129879,1.82,2
2025-11-24 20:42:33.200941,1.82,2
2025-11-24 20:59:09.440707,1.82,2
2025-11-24 21:31:03.144244,3.64,4
2025-11-24 21:46:30.349407,3.64,4
2025-11-24 22:03:06.048348,6.36,7
2025-11-24 22:36:04.983617,11.82,13
