Fecha,Saturación,N° de pallets
2026-09-09 00:08:13.170524,31.82,35
2026-09-09 00:21:50.844490,32.73,36
2026-09-09 00:35:28.905138,20.91,23
2026-09-09 01:02:07.028453,8.18,9
2026-09-09 01:15:39.863499,9.09,10
2026-09-09 01:29:21.128629,17.27,19
2026-09-09 01:55:57.998381,10.91,12
2026-09-09 02:09:37.686783,11.82,13
2026-09-09 02:23:21.618540,6.36,7
2026-09-09 02:50:08.496690,7.27,8
2026-09-09 03:03:46.432980,14.55,16
2026-09-09 03:17:25.916151,3.64,4
2026-09-09 03:44:05.879715,7.27,8
2026-09-09 04:16:47.975435,15.45,17
2026-09-09 04:49:17.776037,4.55,5
2026-09-09 05:03:06.642287,7.27,8
2026-09-09 05:32:41.064784,0.91,1
2026-09-09 05:46:19.232443,20.0,22
2026-09-09 06:00:09.440699,1.82,2
2026-09-09 06:26:37.779859,25.45,28
2026-09-09 06:40:16.452981,25.45,28
2026-09-09 06:53:48.688647,25.45,28
2026-09-09 07:20:21.597470,25.45,28
2026-09-09 07:34:05.066541,25.45,28
2026-09-09 07:47:56.867524,25.45,28
2026-09-09 08:14:41.672519,5.45,6
2026-09-09 08:30:11.174230,18.18,20
2026-09-09 08:57:31.748941,20.91,23
2026-09-09 09:09:32.573817,22.73,25
2026-09-09 09:24:04.545452,16.36,18
2026-09-09 09:52:31.259002,8.18,9
2026-09-09 10:04:46.674980,25.45,28
2026-09-09 10:19:32.685865,8.18,9
2026-09-09 10:49:08.706436,3.64,4
2026-09-09 11:03:54.369019,11.82,13
2026-09-09 11:28:46.976937,1.82,2
2026-09-09 11:43:06.473295,1.82,2
2026-09-09 11:57:22.897365,6.36,7
2026-09-09 12:24:42.423727,10.0,11
2026-09-09 12:41:46.072499,17.27,19
2026-09-09 13:17:37.141728,25.45,28
2026-09-09 13:37:30.196216,25.45,28
2026-09-09 14:05:57.072320,25.45,28
2026-09-09 14:18:25.568826,25.45,28
2026-09-09 14:49:23.994488,5.45,6
2026-09-09 15:04:33.559340,5.45,6
2026-09-09 15:19:24.648044,2.73,3
2026-09-09 15:49:26.554015,32.73,36
2026-09-09 16:04:24.119419,28.18,31
2026-09-09 16:24:22.559466,10.0,11
2026-09-09 16:38:50.411845,13.64,15
2026-09-09 16:50:34.459957,6.36,7
2026-09-09 17:19:01.896679,6.36,7
2026-09-09 17:34:27.612566,4.55,5
2026-09-09 17:48:54.936315,4.55,5
2026-09-09 18:16:16.657743,1.82,2
2026-09-09 18:30:34.881598,4.55,5
2026-09-09 18:45:08.757644,1.82,2
