Fecha,Saturación,N° de pallets
2026-04-16 00:08:33.308777,149.09,164
2026-04-16 00:42:13.820330,129.09,142
2026-04-16 00:57:48.735192,109.09,120
2026-04-16 01:13:26.039060,131.82,145
2026-04-16 01:47:56.322967,143.64,158
2026-04-16 02:20:05.424618,144.55,159
2026-04-16 03:26:13.033633,161.82,178
2026-04-16 04:31:58.971946,127.27,140
2026-04-16 04:48:46.595580,128.18,141
2026-04-16 05:23:25.099815,148.18,163
2026-04-16 05:40:26.038115,143.64,158
2026-04-16 05:58:37.941924,167.27,184
2026-04-16 06:33:24.785928,203.64,224
2026-04-16 07:08:05.288979,203.64,224
2026-04-16 07:23:42.330711,203.64,224
2026-04-16 07:56:06.941532,180.0,198
2026-04-16 08:11:45.016142,190.91,210
2026-04-16 08:27:26.803470,177.27,195
2026-04-16 09:16:26.857162,167.27,184
2026-04-16 10:06:31.704109,170.91,188
2026-04-16 10:24:11.036371,170.91,188
2026-04-16 10:39:55.560801,150.91,166
2026-04-16 11:04:15.298652,150.91,166
2026-04-16 11:19:51.735834,136.36,150
2026-04-16 12:18:43.831007,172.73,190
2026-04-16 12:35:32.981851,179.09,197
2026-04-16 12:54:28.715558,178.18,196
2026-04-16 13:10:10.383019,184.55,203
2026-04-16 13:28:19.301300,170.0,187
2026-04-16 13:47:10.156283,160.0,176
2026-04-16 14:19:43.074819,210.0,231
2026-04-16 14:53:13.641118,210.0,231
2026-04-16 15:09:20.842242,210.0,231
2026-04-16 15:27:41.960525,210.0,231
2026-04-16 16:02:32.868054,210.0,231
2026-04-16 16:35:56.510399,210.0,231
2026-04-16 17:08:16.557822,200.91,221
2026-04-16 17:23:51.957369,197.27,217
2026-04-16 17:39:26.164926,197.27,217
2026-04-16 17:56:13.679200,195.45,215
2026-04-16 18:29:46.474998,200.91,221
2026-04-16 19:34:16.323968,193.64,213
2026-04-16 19:51:01.725687,180.91,199
2026-04-16 20:06:36.466494,179.09,197
