Fecha,Saturación,N° de pallets
2026-05-19 00:12:02.811481,21.82,24
2026-05-19 00:50:28.708479,19.09,21
2026-05-19 01:25:55.829846,8.18,9
2026-05-19 02:03:13.159701,5.45,6
2026-05-19 02:25:21.717364,15.45,17
2026-05-19 02:47:19.633357,13.64,15
2026-05-19 03:42:42.214003,12.73,14
2026-05-19 04:35:14.941366,22.73,25
2026-05-19 04:56:07.808629,22.73,25
2026-05-19 05:50:23.244489,15.45,17
2026-05-19 06:12:21.896257,16.36,18
2026-05-19 07:23:39.748997,47.27,52
2026-05-19 07:59:49.516185,40.91,45
2026-05-19 09:12:21.342877,42.73,47
2026-05-19 10:08:46.610650,23.64,26
2026-05-19 10:48:43.105961,16.36,18
2026-05-19 13:09:32.777241,5.45,6
2026-05-19 13:31:49.803764,10.0,11
2026-05-19 13:52:56.924416,10.0,11
2026-05-19 14:14:04.282290,10.0,11
2026-05-19 14:35:49.595039,9.09,10
2026-05-19 15:47:16.454155,17.27,19
2026-05-19 16:10:28.137754,25.45,28
2026-05-19 16:46:57.436089,24.55,27
