Fecha,Saturación,N° de pallets
2026-05-17 00:12:09.208451,103.64,114
2026-05-17 01:06:58.100027,81.82,90
2026-05-17 01:27:56.588768,66.36,73
2026-05-17 01:48:45.540359,66.36,73
2026-05-17 02:26:35.261828,46.36,51
2026-05-17 02:48:35.807231,31.82,35
2026-05-17 03:08:28.591894,31.82,35
2026-05-17 03:29:49.145631,31.82,35
2026-05-17 04:04:57.682126,33.64,37
2026-05-17 04:42:23.011802,15.45,17
2026-05-17 05:19:16.994503,19.09,21
2026-05-17 05:56:38.363276,6.36,7
2026-05-17 06:18:40.581150,6.36,7
2026-05-17 06:38:23.564914,6.36,7
2026-05-17 07:47:20.699461,6.36,7
2026-05-17 08:56:13.326083,6.36,7
2026-05-17 09:17:03.821301,6.36,7
2026-05-17 09:39:05.910184,6.36,7
2026-05-17 10:01:06.273460,6.36,7
2026-05-17 10:22:01.397750,6.36,7
2026-05-17 10:42:54.339673,6.36,7
2026-05-17 11:53:03.981615,6.36,7
2026-05-17 12:46:42.456631,6.36,7
2026-05-17 13:07:37.710678,6.36,7
2026-05-17 13:30:15.924032,6.36,7
2026-05-17 13:51:15.368512,6.36,7
2026-05-17 14:12:15.310123,6.36,7
2026-05-17 14:33:06.718375,6.36,7
2026-05-17 14:55:05.233974,6.36,7
2026-05-17 15:14:47.534355,6.36,7
2026-05-17 15:35:43.410914,6.36,7
2026-05-17 15:55:33.173122,6.36,7
2026-05-17 16:15:19.397538,6.36,7
2026-05-17 16:36:15.262626,6.36,7
2026-05-17 16:58:29.982284,6.36,7
2026-05-17 17:18:16.054619,6.36,7
2026-05-17 17:39:15.919534,6.36,7
2026-05-17 18:15:24.638216,6.36,7
