Fecha,Saturación,N° de pallets
2026-07-17 00:05:55.046157,20.0,22
2026-07-17 00:46:55.853457,7.27,8
2026-07-17 01:46:15.593289,3.64,4
2026-07-17 02:10:05.752629,9.09,10
2026-07-17 02:50:01.131077,3.64,4
2026-07-17 03:15:48.584746,3.64,4
2026-07-17 03:42:05.092462,3.64,4
2026-07-17 04:22:51.880960,8.18,9
2026-07-17 05:36:50.455635,14.55,16
2026-07-17 06:02:05.211367,6.36,7
2026-07-17 06:28:15.809571,14.55,16
2026-07-17 06:55:15.763205,14.55,16
2026-07-17 07:36:57.236138,14.55,16
2026-07-17 08:00:53.260463,10.91,12
