Fecha,Saturación,N° de pallets
2026-01-09 00:12:00.500935,9.09,10
2026-01-09 00:29:24.546121,6.36,7
2026-01-09 01:02:40.659296,3.64,4
2026-01-09 01:18:05.150618,9.09,10
2026-01-09 01:55:37.017807,4.55,5
2026-01-09 02:11:09.614733,4.55,5
2026-01-09 03:42:25.024875,2.73,3
2026-01-09 03:57:52.391542,2.73,3
2026-01-09 04:31:40.782216,0.91,1
2026-01-09 04:49:41.854960,2.73,3
2026-01-09 05:07:13.670838,0.91,1
2026-01-09 05:22:35.963065,3.64,4
2026-01-09 05:38:00.985092,4.55,5
2026-01-09 05:53:29.125239,8.18,9
2026-01-09 06:08:52.256353,1.82,2
2026-01-09 06:25:22.740250,12.73,14
2026-01-09 06:41:48.288362,12.73,14
2026-01-09 07:00:55.542429,12.73,14
2026-01-09 07:16:23.934708,4.55,5
2026-01-09 07:49:58.320132,0.91,1
2026-01-09 08:07:32.102940,0.91,1
2026-01-09 08:25:04.853807,7.27,8
2026-01-09 08:40:40.318697,0.91,1
2026-01-09 08:57:28.118670,0.91,1
2026-01-09 09:13:26.390953,3.64,4
2026-01-09 09:29:10.321601,3.64,4
2026-01-09 09:44:49.837548,0.91,1
2026-01-09 12:32:28.787369,1.82,2
2026-01-09 12:47:56.211136,5.45,6
2026-01-09 13:03:55.135182,5.45,6
2026-01-09 13:19:27.246604,5.45,6
2026-01-09 13:37:10.701294,3.64,4
2026-01-09 13:53:05.791712,2.73,3
2026-01-09 14:08:49.823385,22.73,25
2026-01-09 14:24:45.859965,27.27,30
2026-01-09 14:40:45.579033,27.27,30
2026-01-09 14:57:19.297474,27.27,30
2026-01-09 15:13:46.333849,27.27,30
2026-01-09 15:29:29.963007,47.27,52
2026-01-09 16:02:58.988234,48.18,53
2026-01-09 16:18:42.261226,29.09,32
2026-01-09 16:36:14.332588,40.91,45
2026-01-09 16:51:45.730264,41.82,46
2026-01-09 17:07:32.827956,41.82,46
2026-01-09 17:22:57.138771,60.0,66
2026-01-09 17:38:22.584851,44.55,49
