Fecha,Saturación,N° de pallets
2026-08-13 00:00:16.977803,18.18,20
2026-08-13 00:25:11.914569,13.64,15
2026-08-13 00:49:54.909953,33.64,37
2026-08-13 01:14:41.461830,15.45,17
2026-08-13 01:39:59.048391,44.55,49
2026-08-13 02:04:28.278040,32.73,36
2026-08-13 02:29:23.172737,16.36,18
2026-08-13 02:54:09.390016,21.82,24
2026-08-13 03:19:01.688396,14.55,16
2026-08-13 03:43:38.641531,14.55,16
2026-08-13 04:08:25.372333,19.09,21
2026-08-13 04:33:08.973105,11.82,13
2026-08-13 04:57:58.007376,46.36,51
2026-08-13 05:22:42.333225,27.27,30
2026-08-13 05:49:16.303923,26.36,29
2026-08-13 06:15:50.313504,69.09,76
2026-08-13 14:03:11.222058,54.55,60
2026-08-13 14:28:00.269388,39.09,43
2026-08-13 14:53:29.009368,33.64,37
2026-08-13 15:01:43.000586,33.64,37
2026-08-13 15:27:36.621456,36.36,40
2026-08-13 15:50:09.147635,37.27,41
2026-08-13 16:16:02.143257,45.45,50
2026-08-13 16:41:20.140403,37.27,41
2026-08-13 17:05:47.787188,42.73,47
2026-08-13 17:30:39.767178,40.0,44
2026-08-13 17:57:21.452209,33.64,37
2026-08-13 18:22:32.418036,29.09,32
2026-08-13 18:47:39.137583,17.27,19
2026-08-13 19:12:26.168502,15.45,17
2026-08-13 20:23:19.335025,0.91,1
