Fecha,Saturación,N° de pallets
2026-02-10 00:14:21.978350,119.09,131
2026-02-10 00:46:20.222258,114.55,126
2026-02-10 03:14:36.239668,103.64,114
2026-02-10 04:03:07.721848,85.45,94
2026-02-10 04:35:21.058039,103.64,114
2026-02-10 04:52:06.448266,115.45,127
2026-02-10 05:41:51.065730,137.27,151
2026-02-10 06:47:42.802143,191.82,211
2026-02-10 07:36:00.822639,171.82,189
2026-02-10 07:52:42.472708,192.73,212
2026-02-10 08:50:43.547964,154.55,170
2026-02-10 09:08:12.327269,141.82,156
2026-02-10 09:58:27.351360,124.55,137
2026-02-10 10:47:22.501963,126.36,139
2026-02-10 11:05:30.451732,126.36,139
2026-02-10 11:54:27.871634,110.91,122
2026-02-10 12:11:24.664602,99.09,109
