Fecha,Saturación,N° de pallets
2026-08-19 00:24:18.405474,30.0,33
2026-08-19 00:49:16.161775,21.82,24
2026-08-19 01:14:09.758510,30.91,34
2026-08-19 01:39:01.468414,32.73,36
2026-08-19 02:05:56.738986,13.64,15
2026-08-19 02:33:18.402479,41.82,46
2026-08-19 02:59:08.024230,8.18,9
2026-08-19 03:23:54.672626,16.36,18
2026-08-19 03:48:38.174906,27.27,30
2026-08-19 04:13:26.179001,35.45,39
2026-08-19 06:52:31.523278,19.09,21
2026-08-19 07:15:35.853203,19.09,21
2026-08-19 07:18:59.419201,19.09,21
2026-08-19 07:22:43.277563,19.09,21
2026-08-19 07:38:57.093128,29.09,32
2026-08-19 07:44:05.764545,34.55,38
2026-08-19 08:08:55.036506,13.64,15
