Fecha,Saturación,N° de pallets
2025-11-14 10:16:05.453846,128.18,141
2025-11-14 10:31:31.101828,126.36,139
2025-11-14 10:48:56.103272,111.82,123
2025-11-14 11:05:32.922952,98.18,108
2025-11-14 11:24:36.422116,98.91,108
2025-11-14 11:42:15.658034,86.36,95
2025-11-14 11:57:56.431710,107.27,118
2025-11-14 12:13:56.092210,88.18,97
2025-11-14 12:32:12.539689,70.0,77
2025-11-14 12:48:52.782714,56.36,62
2025-11-14 13:04:24.569553,63.64,70
2025-11-14 13:19:53.324789,108.18,119
2025-11-14 13:37:44.074011,95.45,105
2025-11-14 13:53:17.691216,95.45,105
2025-11-14 14:08:53.590728,100.0,110
2025-11-14 14:25:40.459684,105.45,116
2025-11-14 14:41:01.993772,105.45,116
2025-11-14 15:15:18.535690,105.45,116
2025-11-14 15:33:14.471620,84.55,93
2025-11-14 16:23:24.773913,114.55,126
2025-11-14 16:42:57.012378,114.55,126
2025-11-14 17:00:41.845693,136.36,150
2025-11-14 18:05:20.913654,126.36,139
2025-11-14 18:20:44.690206,137.27,151
2025-11-14 18:37:13.877112,141.82,156
2025-11-14 18:52:36.033802,132.73,146
2025-11-14 19:10:25.745331,146.36,161
2025-11-14 19:43:47.249219,129.09,142
