Codigo;DescripciÃƒÂ³n de artÃƒÂ­culo;Cod Barra;Peso;Cupo;Cod Jerarq 4;CÃƒÂ³digos de artÃƒÂ­-culos alternativos;Descrip 3 Artic;Familia Envase
503180;Salmas Maiz Morado 5p 90g EXP CH SAN;7750727010679;90;28;105 CT;503180;CT;CAJAS
503181;Pan Calabaza Nuez 1p 630g  BOLSA FUC;7803480001313;630;10;60 BG;503181;BG;BANDEJAS
503208;Grisin Gourm Mant Cib 1p 120g BOL EXP ID;7840131003838;120;30;90 CME;503208;CME;CORRUGADO
503209;Grisin Gourm Rom Oliv 1p 120g BOL EXP ID;7840131003814;120;30;90 CME;503209;CME;CORRUGADO
503210;Grisin Gourm Ceb Asad 1p 120g BOL EXP ID;7840131003821;120;30;90 CME;503210;CME;CORRUGADO
503233;Tortilla Rapiditas 14p 350g BOLSA ID;7803403003097;350;24;48 BG;503233;BG;BANDEJAS
503286;Galleta Avena Pasas 4P 50g Bolsa NUR;7803525999063;50;36;170 CC;503286;CC;CORRUGADO
503287;Galleta Avena Manzana 4p 50g Bolsa NUR;7803525999070;50;36;170 CC;503287;CC;CORRUGADO
503288;Galleta Avena Chocolate 4p 50g Bolsa NUR;7803525999087;50;36;170 CC;503288;CC;CORRUGADO
503291;Galleton Almendra 4p 160g ME NUR;7803525001162;160;14;100 CG;503291;CG;CORRUGADO
503292;Galleton Avena Manzana 4p 160g ME NUR;7803525001155;160;14;100 CG;503292;CG;CORRUGADO
503293;Galleton Avena Pasas 4p 160g ME NUR;7803525001148;160;14;100 CG;503293;CG;CORRUGADO
503294;Galleton Chips Chocolate 4p 160g ME NUR;7803525001131;160;14;100 CG;503294;CG;CORRUGADO
503295;Pack Alfajor Chileno 4p 180g ME NUR;7803525001117;180;26;100 CG;503295;CG;CORRUGADO
503296;Pack Delicias Frambuesa 4p 168g ME NUR;7803525001100;168;26;100 CG;503296;CG;CORRUGADO
503297;Queque Marmol 4p 280g ME NUR;7803525001124;280;8;100 CME;503297;CME;CORRUGADO
503301;Mankeke 4p 120g ME MLA;7803473005748;120;28;48 BG;503301;BG;BANDEJAS
503302;Pinguino 4p 160g ME MLA;7803473005762;160;24;48 BG;503302;BG;BANDEJAS
503303;Pinguino chocolate 4p 160g ME MLA;7803473005755;160;24;48 BG;503303;BG;BANDEJAS
503304;Rayita Twinkies Vainilla 4p 120g ME MLA;7803473005779;120;39;48 BG;503304;BG;BANDEJAS
503305;Rayita Twinkies Frutilla 4p 120g ME MLA;7803473005786;120;39;48 BG;503305;BG;BANDEJAS
503306;Laguito 4p 140g ME LDS;7803400001669;140;52;48 BG;503306;BG;BANDEJAS
503307;Alfi 4p 160g ME MLA;7803473005793;160;36;100 BG;503307;BG;BANDEJAS
503322;Brownie Mini 1p 30g Bolsa NUR;7803525001186;30;144;54 CME;503322;CME;CORRUGADO
503323;Pan Hamburguesa Gde 6p 480g Bolsa CEN;7803473005731;480;8;60 BME;503323;BME;BANDEJAS
503324;Pan Blanco Ed Ltda 1p 520g Bolsa ID;7803403003103;520;10;60 BG;503324;BG;BANDEJAS
503353;Takis Xplosion CEE CHI 1p 200g Bolsa BAR;503353;200;16;72 CME;503353;CME;CORRUGADO
503355;Takis Fuego TRA CHI 1p 200g Bolsa BAR;757528044990;200;16;64 CME;503355;CME;CORRUGADO
503356;Takis Xplosion TRA CHI 1p 200g Bolsa BAR;757528044970;200;16;64 CME;503356;CME;CORRUGADO
503357;Takis Fuego CEE CHI 1p 200g Bolsa BAR;757528044992_1;200;16;72 CME;503357;CME;CORRUGADO
503358;Takis Original TRA CHI 1p 200g Bolsa BAR;757528044980;200;16;64 CME;503358;CME;CORRUGADO
503365;Galleta Pinguino 5p 40g Tira MLA;7501030425953;40;90;90 CU;503365;CU;CAJAS
503366;Gansito Wafer Detalle 1p 23g bolsa MLA;17750727010546;23;120;88 CME;503366;CME;CORRUGADO
503371;CalTort Rojo 1p 30g BOLSA TR;7777473005410;30;100;16 CT;503371;CT;CAJAS
503372;CalTort Rosado 1p 30g BOLSA TR;7777403000188;30;100;16 CT;503372;CT;CAJAS
503373;CalTort Amarillo 1p 30g BOLSA TR;7777403000195;30;100;16 CT;503373;CT;CAJAS
503374;CalTort Celeste 1p 30g BOLSA TREA;7777403002304;30;100;16 CT;503374;CT;CAJAS
503375;Brownie Mini 6p 180g ME NUR;7803525001193;180;15;60 CME;503375;CME;CORRUGADO
503410;Pan Hotdog 8p 480g Bolsa ID;7803403003158;480;9;60 BME;503410;BME;BANDEJAS
503411;Pre Mezcla Pan Blanco 1p 500g Bolsa ID;7803403003165;500;12;75 CG;503411;CG;CORRUGADO
503412;Pre Mezcla Pan Granos 1p 500g Bolsa ID;7803403003172;500;12;75 CG;503412;CG;CORRUGADO
503413;Pan Integ masProtein10 1p 640g BOLSA ID;7803403003110;640;10;60 BG;503413;BG;BANDEJAS
503414;Brownie Fudge 1p 50g BOLSA NUR;7803525001230;50;60;63 CG;503414;CG;CORRUGADO
503415;Brownie Fudge 4p 200g ME NUR;7803525001216;200;8;63 CME;503415;CME;CORRUGADO
503426;Tortilla Mexicana 10p 320g BOL TR EXP;37803473002243;320;18;84 CT;503426;CT;CAJAS
503427;Galletas Aven Manza 1p 50g Flow NUR EXP;7730117005768;50;60;100 CME;503427;CME;CORRUGADO
503428;Galleta Avena Choc 1p 50g Flow NUR EXP;7730117005782;50;60;100 CME;503428;CME;CORRUGADO
503429;Galletas Aven Pasa 1p 50g Flow NUR EXP;7730117005775;50;60;100 CME;503429;CME;CORRUGADO
503430;Galleton Almendra 1p 40g Flow NUR EXP;7730117005720;40;60;100 CME;503430;CME;CORRUGADO
503431;Galleton Av Manzana 1p 40g Flow NUR EXP;7730117005737;40;60;100 CME;503431;CME;CORRUGADO
503432;Galleton Av Pasas 1p 40g Flow NUR EXP;7730117005744;40;60;100 CME;503432;CME;CORRUGADO
503433;Galleton Choc Chip 1p 40g Flow NUR EXP;7730117005751;40;60;100 CME;503433;CME;CORRUGADO
503434;Brownie 1p 62g Flow NUR EXP;7730117006253;62;72;54 CME;503434;CME;CORRUGADO
503435;Brownie Chip 1p 62g Flow NUR EXP;7730117006277;62;72;54 CME;503435;CME;CORRUGADO
503436;Braunichoc 1p 35g Flow NUR EXP;7730117006260;35;144;63 CME;503436;CME;CORRUGADO
503455;Pan Super Hamb 4p 416g Bolsa ID;7803403003189;416;8;68 BME;503455;BME;BANDEJAS
503511;Gansito Wafer MEE 6p 138g BOLSA MLA;7750727010976;138;21;88 CME;503511;CME;CORRUGADO
503524;Bolsa Tienda Ideal.cl 1p 1g BOLSA NP;503524;1;300;0 CT;503524;CT;CAJAS
503526;Pan Blanco Sandwich 1p 900g BOLSA ID;7803403003196;900;8;60 BG;503526;BG;BANDEJAS
503527;Chaparrita Vienesa Ques 1p 160g BOLSA NP;7803413002448;160;27;0 CME;503527;CME;CORRUGADO
503528;Empanada Napolitana 1p 180g BOLSA NP;7803413002639;180;27;0 CME;503528;CME;CORRUGADO
503529;Empanada QuesoÃ‚Â  Chanco 1p 160g BOLSA NP;7803413005074;160;27;0 CME;503529;CME;CORRUGADO
503530;Empanada Carne Queso 1p 180g BOLSA NP;7803413002677;180;27;0 CME;503530;CME;CORRUGADO
503531;Empanada Camaron QuesoÃ‚Â 1p 160g BOLSA NP;7803413003636;160;27;0 CME;503531;CME;CORRUGADO
503532;Empanada Pino Grande 1p 200g BOLSA NP;7803413004480;200;27;0 CME;503532;CME;CORRUGADO
503533;Empanada Int Champinon 1p 180g BOLSA NP;7803413002592;180;27;0 CME;503533;CME;CORRUGADO
503567;Salmitas Horneadas 1p 80g CJ SAN EXP;7750727011485;80;32;36 CT;503567;CT;CAJAS
503569;Pan Molde Bco XL 1p 752g BOLSA ID EXP;7750727011669;752;5;114 CT;503569;CT;CAJAS
503604;Quequ Fam Marmol Prem 1p 200g BOLSA NUR;7803525001322;200;16;63 CME;503604;CME;CORRUGADO
503605;Queque Fam Brow Prem 1p 200g BOLSA NUR;7803525001346;200;16;63 CME;503605;CME;CORRUGADO
503606;Queque Fam Nja Prem 1p 200g BOLSA NUR;7803525001353;200;16;63 CME;503606;CME;CORRUGADO
503607;Queque Fam Zan Prem 1p 200g BOLSA NUR;7803525001339;200;16;63 CME;503607;CME;CORRUGADO
503608;Gansito 4p 200g ME MLA;7803473005830;200;30;48 BG;503608;BG;BANDEJAS
503621;Donut Rell Choco Popp 1p 71g Bolsa NP;5411823866370;71;48;0 CT;503621;CT;CAJAS
503622;Donut Rell Dulech Popp 1p 66g Bolsa NP;5411823869111;66;48;0 CT;503622;CT;CAJAS
503623;Donut Rell Fram Popp 1p 68g Bolsa NP;5411823871589;68;48;0 CT;503623;CT;CAJAS
503624;Donut Rell Crem Popp 1p 71g Bolsa NP;5411823871572;71;48;0 CT;503624;CT;CAJAS
503625;Donut Rell Vain Gallet 1p 68g Bolsa NP;5411823871565;68;48;0 CT;503625;CT;CAJAS
503642;Ensalada de Salm 1p 285g Bolsa NP;7804671590005;285;8;0 BG;503642;BG;BANDEJAS
503643EAC;Ensalada Vegetariana 1p 206g Bolsa NP;7804671590579;206;0;0;503643EAC;;
503644;Arroz Frito Pollo Cam 1p 380g Bolsa NP;7804671590272;380;15;0 BG;503644;BG;BANDEJAS
503645;Seco Res Con Pure 1p 350g Bolsa NP;7804671590449;350;17;0 BG;503645;BG;BANDEJAS
503646;Aji de Gallina 1p 380g Bolsa NPEAC;7804671590470;380;15;0 BG;503646;BG;BANDEJAS
503647;Fetuccini Alfredo 1p 380g Bolsa NP;7804671590494;380;15;0 BG;503647;BG;BANDEJAS
503648;Noqui Papa Pom 1p 350g Bolsa NP;7804671590500;350;17;0 BG;503648;BG;BANDEJAS
503649;Vaso Fruta 1p 180g Bolsa NP;7804671590111;180;1;0 BG;503649;BG;BANDEJAS
503650;Yogurt Maracuya 1p 280g Bolsa NP;7804671590104;280;20;0 BG;503650;BG;BANDEJAS
503651;Yogurt Frambuesa 1p 280g Bolsa NP;7804671590203;280;20;0 BG;503651;BG;BANDEJAS
503660;Pastel Tentacion 72p 62g CJA MLA EXP;7803403003219;62;72;63 CME;503660;CME;CORRUGADO
503679;Galleta Gansito 1p 43g TIRA MLA;7500810001127;43;90;96 CU;503679;CU;CAJAS
503709;Bronto Burguer SJ 1p 185g FLOW NP;7801907006897;185;20;48 CT;503709;CT;CAJAS
503716;Magdalena Tres Leches 2p 100g FLOW ADP;7803473005854;100;44;48 BG;503716;BG;BANDEJAS
503718;Tortilla Sabrosota 8p 415g BOLSA TR;7803403003875;415;20;48 BG;503718;BG;BANDEJAS
503730;Rapidita XL Integral 8p 415g BOLSA ID;7803403004087;415;20;48 BG;503730;BG;BANDEJAS
503738;Galleton Miel 1p 70g CJA ADP;7803473001481;70;33;136 CT;503738;CT;CAJAS
503743;Alfajor Semi Amargo 4p 180g Dpy LDS;7803400001683;180;36;48 BG;503743;BG;BANDEJAS
503744;Alfajor Blanco 4p 180g Dpy LDS;7803400001676;180;36;48 BG;503744;BG;BANDEJAS
503750;Queque Navideno 1p 240g BOLSA ID;7803403003912;240;21;48 BG;503750;BG;BANDEJAS
503976;Gansito 4p 200g CJ MLA;7803473005939_2;200;16;48 BG;503976;BG;BANDEJAS
503977;Mankeke 4p 120g CJ MLA;7803473005885_2;120;12;48 BG;503977;BG;BANDEJAS
503978;Mankeke 8p 240g CJ MLA;7803473005922_2;240;6;48 BG;503978;BG;BANDEJAS
503979;Pinguino 4p 160g CJ MLA;7803473005878_2;160;12;48 BG;503979;BG;BANDEJAS
503980;Pinguino Chocolate 4p 160g CJ MLA;7803473005892;160;12;48 BG;503980;BG;BANDEJAS
503981;Hamgurguesa Vacuno SJ 1p 90g FLOW NP;7801907001762;90;24;48 CT;503981;CT;CAJAS
503982;Rayita Vainilla 4p 128g CJ MLA;7803473005908_2;128;16;48 BG;503982;BG;BANDEJAS
503999;Pinguino Triple Choco 2p 80g BOLSA MLA;7803403003868;80;66;48 BG;503999;BG;BANDEJAS
504001;Takis Intense Nacho CH 1p 190g FLOW BAR;7803403003882;190;21;56 CU;504001;CU;CAJAS
504007;Gansito Halloween 1p 50g Bolsa MLA;7803473005946;50;144;48 BG;504007;BG;BANDEJAS
504076;Pan Integral EdLimitada 1p 520g BOLSA ID;7803403003226;520;10;68 BME;504076;BME;BANDEJAS
504102;Takis Intense Nacho CH 1p 49g FLOW BAR;7803403003899;49;42;88 CU;504102;CU;CAJAS
504103;Pan Integral Cero Cero 1p 600g BOLSA ID;7803403003240;600;10;60 BG;504103;BG;BANDEJAS
504104;Pan Blanco Cero Cero 1p 580g BOLSA ID;7803403003233;580;10;60 BG;504104;BG;BANDEJAS
504105;Salame La Preferida 6p 100g FLOW NP;7801916030340;100;10;48 CU;504105;CU;CAJAS
504106;Pate Sabor Ternera LP 11p 160g TUBO NP;7801916000718;160;10;340 CT;504106;CT;CAJAS
504107;PastaPolloCiboullette LP 8p 125g TUBO NP;7801916029702;125;8;48 CU;504107;CU;CAJAS
504108;Jamon Pierna LP 13p 125g BOLSA NP;7801916031538;125;10;84 CT;504108;CT;CAJAS
504109;Pechuga Pavo Cocida LP 25p 250g BOLSA NP;7801916033006;250;24;48 CT;504109;CT;CAJAS
504110;Salchica Surena LP 10p 500g BOLSA NP;7801916035734;500;8;48 CT;504110;CT;CAJAS
504111;Hamb Con Carne Angus LP 1p 100g FLOW NP;7801916038575;100;24;48 CT;504111;CT;CAJAS
504112;Tocino Cortado LP 9p 100g BOLSA NP;7801916039602;100;10;48 CU;504112;CU;CAJAS
504113;Top Relleno C Chocolat BM 90p 75g CJA NP;7803413000826;75;90;48 CT;504113;CT;CAJAS
504114;Top Rell Framb QuesoCrema 90p 75g CJA NP;7803413000840;75;90;48 CT;504114;CT;CAJAS
504115;Canasto RellMembrillo BM 90p 75g CJA NP;7803413000666;75;90;48 CT;504115;CT;CAJAS
504122;Porotos Mazam 10p 350g CJA NP;7804621985313;350;10;40 CME;504122;CME;CORRUGADO
504123;Wraps Mech Queso 10p 250g CJA NP;7804621984313;250;10;80 CME;504123;CME;CORRUGADO
504124;Pastel de Choclo 10p 350g CJA NP;7804621985311;350;10;40 CME;504124;CME;CORRUGADO
504125;Wraps Mechada Verdura 10p 250g CJA NP;7804621984310;250;10;80 CME;504125;CME;CORRUGADO
504126;Wraps Atun Verduras 1p 250g CJA NP;7804621984312;250;10;80 CME;504126;CME;CORRUGADO
504127;Frica Barros Luco 20p 160g CJA NP;7804621982313;160;20;50 CME;504127;CME;CORRUGADO
504128;Canasto Relleno Choco BM 90p 75g CJA NP;7803413000628;75;90;48 CT;504128;CT;CAJAS
504129;Wraps Pollo 10p 250g CJA NP;7804621984311;250;10;80 CME;504129;CME;CORRUGADO
504130;Frica Ave Mayo 20p 160g CJA NP;7804621982311;160;20;50 CME;504130;CME;CORRUGADO
504132;Frica Mechada Queso 20p 160g CJA NP;7804621982310;160;20;50 CME;504132;CME;CORRUGADO
504133;Empanada Pino 50p 180g CJA NP;7804621983311;180;50;48 CME;504133;CME;CORRUGADO
504134;Frica Ave Pimenton 20p 160g CJA NP;7804621982312;160;20;50 CME;504134;CME;CORRUGADO
504135;Empanada Queso 50p 160g CJA NP;7804621983313;160;50;48 CME;504135;CME;CORRUGADO
504136;Empanada Pollo Champinon 50p 180g CJA NP;7804621983312;180;50;48 CME;504136;CME;CORRUGADO
504137;Raviol Carne 10p 350g CJA NP;7804621985314;350;10;40 CME;504137;CME;CORRUGADO
504138;Spaguetti Bolonesa 1p 350g CJA NP;7804621985310;350;10;40 CME;504138;CME;CORRUGADO
504139;Chaparrita 1p 250g CJA NP;7804621985315;250;10;80 CME;504139;CME;CORRUGADO
504140;Empanada Napolitana 50p 150g CJA NP;7804621983310;150;50;48 CME;504140;CME;CORRUGADO
504141;Pastel de Papas 10p 350g CJA NP;7804621985312;350;10;40 CME;504141;CME;CORRUGADO
504164;Salmas Horneadas 4p 72g CJ SAN EXP;7750727012871;72;35;28 CT;504164;CT;CAJAS
504178;Pan Blanco 1p 550g BOLSA ID;7803403003271;550;10;68 BME;504178;BME;BANDEJAS
504179;Pan Blanco 1p 350g BOLSA ID;7803403003288;350;15;108 BME;504179;BME;BANDEJAS
504180;Pan Blanco XL 1p 740g BOLSA ID;7803403003257;740;7;68 BME;504180;BME;BANDEJAS
504186;Pan Blanco Artesano 1p 550g BOLSA ID;7803403003264;550;10;60 BG;504186;BG;BANDEJAS
504192;Grisin Gourm Romero 1p 60g FLOW ID EXP;7840131004194;60;56;90 CT;504192;CT;CAJAS
504193;Grisin Gourm Ceb Asad 1p 60g FLOW ID EXP;7840131004200;60;56;90 CT;504193;CT;CAJAS
504194;Grisin Gourm Cib 1p 60g FLOW ID EXP;7840131004187;60;56;90 CT;504194;CT;CAJAS
504195;Queque Limon Ed. Ltda. 1p 225g BOLSA ADP;7803403003295;225;21;48 BG;504195;BG;BANDEJAS
504196;Queque Chocola Ed.Ltda 1p 225g BOLSA ADP;7803403003301;225;21;48 BG;504196;BG;BANDEJAS
504235;Pan Integral Ed Limit 1p 350g BOLSA ID;7803403003325;350;15;72 BME;504235;BME;BANDEJAS
504236;Pan Blanco Ch Ed Limit 1p 350g BOLSA ID;7803403003318;350;15;72 BME;504236;BME;BANDEJAS
504256;Pan Pita Blanco CeroCero 5p 215g FLOW ID;7803403003356;215;30;48 BG;504256;BG;BANDEJAS
504257;Pan Pita Integ CeroCero 5p 215g FLOW ID;7803403003363;215;30;48 BG;504257;BG;BANDEJAS
504265;Pan Integral 1p 350g BOLSA ID;7803403003349;350;15;68 BME;504265;BME;BANDEJAS
504274;Pan Fibra XL 1p 750g BOLSA CEN;7803473006004;750;7;48 BG;504274;BG;BANDEJAS
504302;Black Jack 1p 38g FLOW MLA;7803403003370;38;168;48 BG;504302;BG;BANDEJAS
504303;Black Jack 4p 152g ME MLA;7803403003387;152;44;48 BG;504303;BG;BANDEJAS
504336;Pan Blanco Con Avena 1p 560g BOLSA ID;7803403003400;560;10;68 BME;504336;BME;BANDEJAS
504337;Hamburguesa Brioche 4p 352g BOLSA ID;7803403003417;352;10;68 BME;504337;BME;BANDEJAS
504347;Pan Integral XL 1p 750g BOLSA ID;7803403003332;750;7;68 BME;504347;BME;BANDEJAS
504400;Muffin Soft Arandano BM 2p 110g CJA NP;7803413006682;110;24;48 CT;504400;CT;CAJAS
504401;Galleta Avena Pasas 1p 175g TUBO NUR EXP;7730117007779;175;20;100 CME;504401;CME;CORRUGADO
504402;Galleta Avena Choco 1p 175g TUBO NUR EXP;7730117007793;175;20;100 CME;504402;CME;CORRUGADO
504403;Galleta Avena Mzana 1p 175g TUBO NUR EXP;7730117007786;175;20;100 CME;504403;CME;CORRUGADO
504408;Brownie Sin Azucar 1p 50g BOLSA NUR EXP;7730117007830;50;72;63 CME;504408;CME;CORRUGADO
504410;GalletaChocochipsProtein 4p 400g DPY NUR;7803525001414;400;21;48 CG;504410;CG;CORRUGADO
504413;Mankeke NE 4p 120g CJ MLA;7803473005885;120;28;35 CG;504413;CG;CORRUGADO
504414;Rayita TwinkiesVainillaB 4p 128g CJ MLA;7803473005908;128;31;35 CG;504414;CG;CORRUGADO
504415;Pinguino NE 4p 160g CJ MLA;7803473005878;160;28;35 CG;504415;CG;CORRUGADO
504416;Mankeke NE 8p 240g CJ MLA;7803473005922;240;14;35 CG;504416;CG;CORRUGADO
504417;Gansito NE 4p 200g CJ MLA;7803473005939;350;31;35 CG;504417;CG;CORRUGADO
504422;GalletChocchip Protein 2p 100g BOLSA NUR;7803525001407;100;54;70 CG;504422;CG;CORRUGADO
504423;Rapidita Linaza Chia 8p 200g BOLSA ID;7803403003424;200;27;48 BG;504423;BG;BANDEJAS
504435;Pan Blanco CM 1p 550g BOLSA BIM EXP;7793890259032_1;550;10;60 CU;504435;CU;CAJAS
504439;Rapiditas Tomate 8p 200g BOLSA ID;7803403003431;200;27;48 BG;504439;BG;BANDEJAS
504447;Gansito Wafer MEE 4p 92g BOLSA MLA;7803473005953;92;28;88 CME;504447;CME;CORRUGADO
504452;Magdalenas Limon 6p 300g BOLSA ADP;7803403003738;300;23;48 BG;504452;BG;BANDEJAS
504470;Queque Fruta Confitada 1p 240g BOLSA ADP;7803403003448;240;21;48 BG;504470;BG;BANDEJAS
504491;Brownie Protein 4p 248g CJ NUR;7803525001391;248;22;1000 CG;504491;CG;CORRUGADO
504492;Donut Rell Frambuesa BM 2p 150g CJA NP;7803413010566;150;16;48 CT;504492;CT;CAJAS
504493;Sandw M Barros Luco Prem 1p 165g FLOW NP;7808744501820;165;1;48 CT;504493;CT;CAJAS
504494;Sandw Vegetariano Prem 1p 190g FLOW NP;7808744501929;190;1;48 CT;504494;CT;CAJAS
504495;Sandw Jamon Queso Exp 1p 140g FLOW NP;7808744500878;140;1;48 CT;504495;CT;CAJAS
504497;Sandwich Ave Mayo Prem 1p 175g FLOW NP;7808744500311;175;1;48 CT;504497;CT;CAJAS
504498;Sandw MigaSalame QuGauda 1p 151g FLOW NP;7808744501158;151;1;48 CT;504498;CT;CAJAS
504499;Alfajor Deleite 4p 200g DPY LDS;7803400001713;200;12;48 BG;504499;BG;BANDEJAS
504500;Sandw Ave Pimenton Exp 1p 125g FLOW NP;7808744500571;125;1;48 CT;504500;CT;CAJAS
504501;Marraqueta Ave Mayo 1p 160g FLOW NP;7808744501127;160;1;48 CT;504501;CT;CAJAS
504502;Sandwich Jamon Queso 1p 175g FLOW NP;7808744500014;175;1;48 CT;504502;CT;CAJAS
504503;Sandw Ave Mayo Express 1p 125g FLOW NP;7808744500564;125;1;48 CT;504503;CT;CAJAS
504504;Sandw Ave Pimenton Prem 1p 175g FLOW NP;7808744500021;175;1;96 CT;504504;CT;CAJAS
504505;Marraqueta Ave Pimenton 1p 160g FLOW NP;7808744501134;160;1;48 CT;504505;CT;CAJAS
504520;Budin Brownie 1p 250g BOLSA NUR EXP;7730117007939;250;16;63 CG;504520;CG;CORRUGADO
504521;Budin Marmolado 1p 250g BOLSA NUR EXP;7730117007915;250;16;63 CG;504521;CG;CORRUGADO
504522;Budin NaranjaChips 1p 250g BOLSA NUR EXP;7730117007922;250;16;63 CG;504522;CG;CORRUGADO
504523;Pan de Pascua Chips 1p 500g BOLSA NUR;7803525001483;500;18;25 CME;504523;CME;CORRUGADO
504524;Pan de Pascua 1p 450g BOLSA CEN;7803403003493;450;18;25 CME;504524;CME;CORRUGADO
504527;Queque Navideno 1p 240g BOLSA ADP;7803403003509;240;21;48 BG;504527;BG;BANDEJAS
504549;DonRell ConMan TopAzu 2u 16p 152g CJA NP;7803413010573;152;16;48 CU;504549;CU;CAJAS
504550;Donut Rell Choco BM 2u 16p 150g CJA NP;7803413010597;150;16;48 CU;504550;CU;CAJAS
504551;Muffin Soft Chip Cho 2u 24p 200g CJA NP;7803413006675;200;24;48 CT;504551;CT;CAJAS
504552;Sandw Croissant JamQueso 1p 125g FLOW NP;7808744501851;125;1;48 CT;504552;CT;CAJAS
504553;Magdalenas Chips Choco 6p 300g BOLSA ADP;7803473005977;300;23;48 BG;504553;BG;BANDEJAS
504554;Brownie Mini 4p 120g BOLSA NUR;7803525001575;120;36;63 CT;504554;CT;CAJAS
504555;Brownie Nuez 6p 372g DPY NUR EXP;7803525001643;372;10;63 CME;504555;CME;CORRUGADO
504556;Brownie Chips 4p 248g ME NUR EXP;7803525001551;248;8;100 CT;504556;CT;CAJAS
504557;Braunichoc 4p 140g ME NUR EXP;7803525001582;140;24;60 CG;504557;CG;CORRUGADO
504566;Tortilla Burrera 22cms 8p 400g BOLSA TR;7803403000195;400;20;48 BG;504566;BG;BANDEJAS
504567;Hamb CarQuProc CheddToc 1p 152g FLOW NP;7808744501271;152;1;48 CT;504567;CT;CAJAS
504568;HCarnQue Proces SalsBarb 1p 142g FLOW NP;7808744501288;142;1;48 CT;504568;CT;CAJAS
504569;Galleta Chocochips 12p 600g DPY NUR;7803525001506_1;600;72;100 CME;504569;CME;CORRUGADO
504570;Galleta Chocochip 1p 50g Dpy NUR;7803525001506;50;72;54 CME;504570;CME;CORRUGADO
504571;Tortilla Fajitas 10p 320g BOLSA TR;7803473002242;320;20;48 BG;504571;BG;BANDEJAS
504572;Tortilla Integral 8p 260g BOLSA TR;7803403001895;260;24;48 BG;504572;BG;BANDEJAS
504573;Galleta Chocochips 4p 200g BOLSA NUR;7803525001568;200;16;100 CME;504573;CME;CORRUGADO
504574;Tortilla Grandota 8p 620g BOLSA TR;7803403002304;620;16;48 BG;504574;BG;BANDEJAS
504575;Pan Blanco XL 1p 740g BOLSA CEN;7803403003530;740;7;60 BG;504575;BG;BANDEJAS
504591;Galleta Avena Pasas 1p 150g BOLSA NUR;7803525001728;150;18;120 CT;504591;CT;CAJAS
504595;Brownie Protein 1p 62g BOLSA NUR;7803525001384;62;42;100 CG;504595;CG;CORRUGADO
504596;Osito Ideal 1p 183g BOLSA NP;7500810016831;183;60;48 CT;504596;CT;CAJAS
504600;Natures Heart Te Ceylan 20p 40g DPY NP;7613287952516;40;6;273 CT;504600;CT;CAJAS
504631;Tostadas Naturales 16p 100g Flow ID;7861009943681;100;48;55 CT;504631;CT;CAJAS
504632;Tostadas Francesas 16p 120g Flow ID;7861009943698;120;48;55 CT;504632;CT;CAJAS
505188;Pan Completo Gde 6p 396g Bolsa CEN;7803473005724;396;9;60 BME;505188;BME;BANDEJAS
505377;Horneaditos PanIntegral 16p 7200g CJA NP;17700304293848;7200;1;35 CG;505377;CG;CORRUGADO
505431;Mini Brownie sinAzucar 1p 16g FLOW BIM;7705326002426;16;168;34 BG;505431;BG;BANDEJAS
505887;Braunichoc 24p 840g DPY NUR;7803525000431_1;840;6;63 CME;505887;CME;CORRUGADO
506096;Galleta Avena Choc 1p 150g BOLSA NUR;7803525001711;150;18;120 CT;506096;CT;CAJAS
506097;Galleta Avena Manzana 1p 150g BOLSA NUR;7803525001704;150;18;120 CT;506097;CT;CAJAS
506315;Pan Blanco 1p 580g BOLSA ID;7803403003936;580;10;60 BG;506315;BG;BANDEJAS
506339;Pan Blanco NP 1p 380g BOLSA ID;7803403003929;380;13;60 BG;506339;BG;BANDEJAS
506350;Salmas CamoteZanahoria 5p 90g CJ SAN EXP;7750727013502;90;28;90 CT;506350;CT;CAJAS
506351;NatHeart Te Verde Puro 20p 35g DPY NP;7613287952820;35;6;273 CT;506351;CT;CAJAS
506352;NatHeart Earl Grey Tea 20p 35g DPY NP;7613287951649;35;6;259 CT;506352;CT;CAJAS
506353;Pasta Cocktail APimenton 1p 250g VASO NP;7808744501912;250;9;48 CT;506353;CT;CAJAS
506354;Pasta Cocktail AvMayo 1p 250g VASO NP;7808744501905;250;9;48 CT;506354;CT;CAJAS
506355;Nat Heart Limon Jenjibre 20p 35g DPY NP;7613287952608;35;6;234 CT;506355;CT;CAJAS
506356;Salmas Horneadas NE 8p 144g CJ SAN EXP;7750727013656;144;28;64 CT;506356;CT;CAJAS
506359;Chips TortillasAji 1p 160g BOLSA SAN EXP;7750727013526;160;18;40 CT;506359;CT;CAJAS
506360;ChipsTortillaTomAlb1p 160g BOLSA SAN EXP;7750727013533;160;18;40 CT;506360;CT;CAJAS
506361;ChipsTortiHorneada 1p 160gSAN BOLSA EXP;7750727013519;160;18;40 CT;506361;CT;CAJAS
506363;Queque Vainilla 1p 225g FLOW ADP;7803403003684;225;21;48 BG;506363;BG;BANDEJAS
506369;Pita Cero Cero Blanca 8p 344g BOLSA ID;7803403003820;344;14;48 BCH;506369;BCH;BANDEJAS
506370;Pita Cero Cero integral 8p 344g BOLSA ID;7803403003837;344;14;48 BCH;506370;BCH;BANDEJAS
506371;Grisines Romero 1p 75g FLOW ID EXP;7803403003653;75;54;90 CT;506371;CT;CAJAS
