Fecha,Saturación,N° de pallets
2025-12-26 00:12:11.486708,27.27,30
2025-12-26 00:43:35.768741,5.45,6
2025-12-26 00:59:59.345175,5.45,6
2025-12-26 01:33:58.551188,5.45,6
2025-12-26 02:09:11.025078,5.45,6
2025-12-26 03:14:55.150754,9.09,10
2025-12-26 03:31:17.510441,9.09,10
2025-12-26 04:25:37.487376,4.55,5
2025-12-26 04:41:57.936098,0.91,1
2025-12-26 06:22:48.010763,15.45,17
2025-12-26 07:06:12.069171,15.45,17
2025-12-26 07:23:40.500130,15.45,17
2025-12-26 08:38:03.655435,9.09,10
2025-12-26 08:53:33.131325,24.55,27
2025-12-26 09:11:30.041974,16.36,18
2025-12-26 09:26:54.928136,29.09,32
2025-12-26 09:42:21.026707,55.45,61
2025-12-26 09:57:50.663761,43.64,48
2025-12-26 10:13:22.944290,48.18,53
2025-12-26 10:28:51.846083,32.73,36
2025-12-26 10:44:19.519717,33.64,37
2025-12-26 11:02:27.234562,20.0,22
2025-12-26 11:17:57.894092,40.0,44
2025-12-26 11:50:59.859258,30.91,34
