Fecha,Saturación,N° de pallets
2026-04-28 00:31:00.456310,85.45,94
2026-04-28 00:47:48.197670,85.45,94
2026-04-28 01:04:39.074358,107.27,118
2026-04-28 01:22:39.798279,154.55,170
2026-04-28 01:38:17.159447,134.55,148
2026-04-28 02:10:20.999076,151.82,167
2026-04-28 02:28:21.713187,152.73,168
2026-04-28 03:00:32.235434,118.18,130
2026-04-28 03:35:07.184472,106.36,117
2026-04-28 03:52:03.801642,106.36,117
2026-04-28 04:08:54.566850,113.64,125
2026-04-28 04:43:28.992921,162.73,179
2026-04-28 05:15:48.880134,160.91,177
2026-04-28 05:50:43.914473,164.55,181
2026-04-28 06:23:14.419249,186.36,205
2026-04-28 06:38:53.449371,190.0,209
2026-04-28 06:54:34.233588,190.0,209
2026-04-28 07:12:03.898745,190.0,209
2026-04-28 07:45:28.978779,201.82,222
2026-04-28 08:01:10.314516,204.55,225
2026-04-28 08:17:59.098118,185.45,204
2026-04-28 08:34:46.699131,191.82,211
2026-04-28 08:52:58.753240,170.0,187
2026-04-28 09:43:00.761513,139.09,153
2026-04-28 09:59:03.697131,138.18,152
2026-04-28 10:16:04.226732,121.82,134
2026-04-28 10:33:07.755930,145.45,160
2026-04-28 11:08:22.723225,130.91,144
2026-04-28 11:25:21.607893,145.45,160
2026-04-28 11:42:15.124213,130.0,143
