Sucurs;Cod Cia;Nro LPN;Nro de Sello;Nro Activo;Peso;Volum;Nro Seguimiento;Nro Tracking Maestro;Nro Orden;Nro OC;Ruta Externa;Tipo;Estado LPN;Estilo;Codigo;Cod Barra Prod;UnEmpac;Cupo;Es principal;CÃ³digos de artÃ­-culos alternativos;DescripciÃ³n de artÃ­culo;Ubic Pick;Cantidad Asignada;Cant. Empacada;Cantidad (Pza);Nro Cliente;Ciudad Clte;Dest;Estado Audit;Ubic Actual;Nro Palet;Nombre Clte;Cod Postal;OC Cliente;Comp Dest;Ref Carton;Ref Nro OC;LPN Fe y Hr Creac;LPN Fe Y Hr Modif;Usua Pick;Detail Pick User;Detail Picked Time;Usua Pick;Usua Packing;Fe Hr Packing;Unidades para niÃƒÂ±os actuales;Ruta;Cod Jerarq 1;Cod Jerarq 2;Cod Jerarq 3;Cod Jerarq 4;Cod Jerarq 5;Jerarq1;Jeraq Item 2;Jerarq3;Jerarq4;Categoria;LPN Usuario Modificac;Nro Ejecuc;Asig Usuario Mod;Asig FeyHr Creac;Asig FeyHr Modif;Tipo Contened;Vol LPN;Nro Lote;Attribute A;Cod Bloq De Lote;Etiq Prc Impresa;Es Pqte;Ver nÃºmero de serie;Long;Ancho;Alto;CodBloq;Nro Transp Recib;Porc Toler Pack;Asignación - Ubicación de selección;Etiqueta de envío: último registro de hora impreso;Etiqueta de LPN de salida: último registro de hora impreso;Etiqueta de contenido de LPN de salida: último registro de hora impreso
HKL;CLID;="169265100342634";;;17500;1.5;;;="11149675";;;FULL-CONTAINER;Empacado;;="29586";="7803403295867";5;18;False;="29586";Pan Pascua FS 1p 700g BOLSA ID;None;25;25;25;;;HKO;No obligatorio;None;;;;;*;;;23/09/2026 02:42:37;23/09/2026 02:42:37;jcifucon;jcifucon;23/09/2026 02:42:37;jcifucon;jcifucon;23/09/2026 02:42:37;25;HKO;0;5;9;45 CG;100234;Cantidad de pallet;Envases por Bandeja;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;jcifucon;;jcifucon;23/09/2026 02:42:37;23/09/2026 02:42:37;;;HKL141A230926;="300022431852463";;False;0;;0;0;0;0;;0;;;;
HKL;CLID;="169265100342638";;;17500;1.5;;;="11149675";;;FULL-CONTAINER;Empacado;;="29586";="7803403295867";5;18;False;="29586";Pan Pascua FS 1p 700g BOLSA ID;None;25;25;25;;;HKO;No obligatorio;None;;;;;*;;;23/09/2026 02:42:32;23/09/2026 02:42:32;jcifucon;jcifucon;23/09/2026 02:42:32;jcifucon;jcifucon;23/09/2026 02:42:32;25;HKO;0;5;9;45 CG;100234;Cantidad de pallet;Envases por Bandeja;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;jcifucon;;jcifucon;23/09/2026 02:42:32;23/09/2026 02:42:32;;;HKL141A230926;="300022431852463";;False;0;;0;0;0;0;;0;;;;
HKL;CLID;="169265100342633";;;17500;1.5;;;="11149675";;;FULL-CONTAINER;Empacado;;="29586";="7803403295867";5;18;False;="29586";Pan Pascua FS 1p 700g BOLSA ID;None;25;25;25;;;HKO;No obligatorio;None;;;;;*;;;23/09/2026 02:42:18;23/09/2026 02:42:18;jcifucon;jcifucon;23/09/2026 02:42:18;jcifucon;jcifucon;23/09/2026 02:42:18;25;HKO;0;5;9;45 CG;100234;Cantidad de pallet;Envases por Bandeja;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;jcifucon;;jcifucon;23/09/2026 02:42:18;23/09/2026 02:42:18;;;HKL141A230926;="300022431852463";;False;0;;0;0;0;0;;0;;;;
HKL;CLID;="169265100342632";;;17500;1.5;;;="11149675";;;FULL-CONTAINER;Empacado;;="29586";="7803403295867";5;18;False;="29586";Pan Pascua FS 1p 700g BOLSA ID;None;25;25;25;;;HKO;No obligatorio;None;;;;;*;;;23/09/2026 02:42:05;23/09/2026 02:42:06;jcifucon;jcifucon;23/09/2026 02:42:06;jcifucon;jcifucon;23/09/2026 02:42:06;25;HKO;0;5;9;45 CG;100234;Cantidad de pallet;Envases por Bandeja;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;jcifucon;;jcifucon;23/09/2026 02:42:05;23/09/2026 02:42:06;;;HKL141A230926;="300022431852463";;False;0;;0;0;0;0;;0;;;;
HKL;CLID;="169265100342639";;;17500;1.5;;;="11149675";;;FULL-CONTAINER;Empacado;;="29586";="7803403295867";5;18;False;="29586";Pan Pascua FS 1p 700g BOLSA ID;None;25;25;25;;;HKO;No obligatorio;None;;;;;*;;;23/09/2026 02:42:01;23/09/2026 02:42:01;jcifucon;jcifucon;23/09/2026 02:42:01;jcifucon;jcifucon;23/09/2026 02:42:01;25;HKO;0;5;9;45 CG;100234;Cantidad de pallet;Envases por Bandeja;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;jcifucon;;jcifucon;23/09/2026 02:42:01;23/09/2026 02:42:01;;;HKL141A230926;="300022431852463";;False;0;;0;0;0;0;;0;;;;
HKL;CLID;="169265100343184";;;17500;1.5;;;="11149675";;;FULL-CONTAINER;Empacado;;="29586";="7803403295867";5;18;False;="29586";Pan Pascua FS 1p 700g BOLSA ID;None;25;25;25;;;HKO;No obligatorio;None;;;;;*;;;22/09/2026 22:05:37;22/09/2026 22:05:54;gcastilie;gcastilie;22/09/2026 22:05:54;gcastilie;gcastilie;22/09/2026 22:05:54;25;HKO;0;5;9;45 CG;100234;Cantidad de pallet;Envases por Bandeja;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;gcastilie;;gcastilie;22/09/2026 22:05:37;22/09/2026 22:05:54;;;HKL141A220926;="300022431852463";;False;0;;0;0;0;0;;0;;;;
HKL;CLID;="169265100343185";;;17500;1.5;;;="11149675";;;FULL-CONTAINER;Empacado;;="29586";="7803403295867";5;18;False;="29586";Pan Pascua FS 1p 700g BOLSA ID;None;25;25;25;;;HKO;No obligatorio;None;;;;;*;;;22/09/2026 22:05:31;22/09/2026 22:05:32;gcastilie;gcastilie;22/09/2026 22:05:32;gcastilie;gcastilie;22/09/2026 22:05:32;25;HKO;0;5;9;45 CG;100234;Cantidad de pallet;Envases por Bandeja;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;gcastilie;;gcastilie;22/09/2026 22:05:31;22/09/2026 22:05:32;;;HKL141A220926;="300022431852463";;False;0;;0;0;0;0;;0;;;;
HKL;CLID;="169265100341737";;;11250;0.95;;;="11125775";;;FULL-CONTAINER;Empacado;;="504524";="7803403003493";5;18;False;="504524";Pan de Pascua 1p 450g BOLSA CEN;None;25;25;25;;;HKO;No obligatorio;None;;;;;*;;;17/09/2026 21:51:48;17/09/2026 21:52:02;klopez;klopez;17/09/2026 21:52:02;klopez;klopez;17/09/2026 21:52:02;25;HKO;0;5;5;25 CME;100234;Cantidad de pallet;Envases por Bandeja;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;klopez;;klopez;17/09/2026 21:51:48;17/09/2026 21:52:02;;;HKL141A170926;="300022356661718";;False;0;;0;0;0;0;;0;;;;
HKL;CLID;="169265100340113";;;5040;3.024;;;="11088722";;;FULL-CONTAINER;Empacado;;="964669";="7803473005960";4;77;False;="964669";Mankeke NC 3p 90g BOLSA MLA;None;56;56;56;;;HKO;No obligatorio;None;;;;;*;;;16/09/2026 06:08:50;16/09/2026 06:08:56;gcastilie;gcastilie;16/09/2026 06:08:56;gcastilie;gcastilie;16/09/2026 06:08:56;56;HKO;0;4;12;48 BG;100234;Cantidad de pallet;Envases por Bandeja;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;gcastilie;;gcastilie;16/09/2026 06:08:50;16/09/2026 06:08:56;;;HKL142A160926;="300022293260909";;False;0;;0;0;0;0;;0;;23/09/2026 17:18:47;23/09/2026 17:18:28;
HKL;CLID;="169265100336259";;;1200;0.09366;;;="10940038";;;FULL-CONTAINER;Empacado;;="1519";="7803473015198";4;6;False;="1519";Hot Dog 22cm 8p 600g Bol HOU;None;2;2;2;;;HKO;No obligatorio;None;;;;;*;;;10/09/2026 22:15:35;10/09/2026 22:15:36;jcifucon;jcifucon;10/09/2026 22:12:54;jcifucon;jcifucon;10/09/2026 22:15:36;2;HKO;0;4;18;72 BG;100234;Cantidad de pallet;Envases por Bandeja;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;jcifucon;;jcifucon;10/09/2026 22:15:36;10/09/2026 22:15:36;;;HKL102A100926;="22780830";;False;0;;0;0;0;0;;0;;21/09/2026 22:51:32;;
