Fecha,Saturación,N° de pallets
2025-10-18 00:11:27.618334,219.09,241
2025-10-18 00:26:52.116459,222.73,245
2025-10-18 00:42:13.766785,222.73,245
2025-10-18 01:13:55.110062,208.18,229
2025-10-18 01:29:15.338221,199.09,219
2025-10-18 02:17:00.034153,194.55,214
2025-10-18 02:34:29.027113,194.55,214
2025-10-18 02:49:52.049778,194.55,214
2025-10-18 03:05:18.614841,189.09,208
2025-10-18 03:21:52.417742,212.73,234
2025-10-18 03:37:19.030947,536.36,590
2025-10-18 03:52:41.293153,195.45,215
2025-10-18 04:08:08.676472,200.0,220
2025-10-18 04:23:33.930350,190.91,210
2025-10-18 04:38:58.669569,208.18,229
2025-10-18 04:54:29.285144,227.27,250
2025-10-18 05:11:58.777447,201.82,222
2025-10-18 05:27:22.574366,186.36,205
2025-10-18 05:42:47.537400,156.36,172
2025-10-18 05:58:15.136862,170.0,187
2025-10-18 06:15:39.243637,191.82,211
2025-10-18 06:31:01.299987,191.82,211
2025-10-18 06:46:27.075916,191.82,211
2025-10-18 07:01:49.693465,191.82,211
2025-10-18 07:17:16.657914,191.82,211
2025-10-18 07:32:41.536005,170.0,187
2025-10-18 07:49:40.382546,183.64,202
2025-10-18 08:05:02.945459,178.18,196
2025-10-18 08:20:27.109577,160.91,177
2025-10-18 08:35:49.993987,161.82,178
2025-10-18 08:51:15.792923,168.18,185
2025-10-18 09:06:40.966995,163.64,180
2025-10-18 09:22:06.365889,147.27,162
2025-10-18 09:37:30.335306,140.0,154
2025-10-18 09:52:52.651380,138.18,152
2025-10-18 10:08:15.848717,172.73,190
2025-10-18 10:23:42.071529,185.45,204
2025-10-18 13:35:15.009542,172.73,190
2025-10-18 13:50:39.340090,154.55,170
2025-10-18 14:06:00.650027,154.55,170
2025-10-18 14:21:22.973586,152.73,168
