Fecha,Saturación,N° de pallets
2026-08-24 14:49:06.266309,2.73,3
2026-08-24 15:15:54.174601,2.73,3
2026-08-24 15:44:46.869848,2.73,3
2026-08-24 16:09:35.721972,2.73,3
2026-08-24 16:34:23.896917,22.73,25
2026-08-24 17:02:10.485474,15.45,17
2026-08-24 17:28:52.996712,27.27,30
2026-08-24 17:53:45.038357,21.82,24
2026-08-24 18:01:15.727403,21.82,24
2026-08-24 18:24:17.663275,21.82,24
2026-08-24 18:47:53.176416,51.82,57
2026-08-24 19:12:47.306007,57.27,63
2026-08-24 19:37:37.656840,58.18,64
2026-08-24 20:02:19.497578,38.18,42
2026-08-24 20:28:48.239264,23.64,26
2026-08-24 20:53:42.217799,64.55,71
2026-08-24 21:18:28.216786,88.18,97
2026-08-24 21:43:13.977635,88.18,97
2026-08-24 22:08:47.696332,88.18,97
2026-08-24 22:33:41.140602,81.82,90
2026-08-24 23:00:14.675038,60.91,67
