Fecha,Saturación,N° de pallets
2025-12-05 00:00:35.559573,7.27,8
2025-12-05 00:16:12.037257,7.27,8
2025-12-05 00:31:52.428659,17.27,19
2025-12-05 01:05:33.474625,5.45,6
2025-12-05 01:22:49.784275,2.73,3
2025-12-05 01:38:35.468246,2.73,3
2025-12-05 01:54:10.796210,2.73,3
2025-12-05 02:11:33.098232,2.73,3
2025-12-05 02:27:12.442575,2.73,3
2025-12-05 02:42:48.955227,3.64,4
2025-12-05 02:58:36.765578,3.64,4
2025-12-05 03:14:15.140142,2.73,3
2025-12-05 03:29:57.358105,2.73,3
2025-12-05 03:45:36.121391,2.73,3
2025-12-05 04:01:16.021618,4.55,5
2025-12-05 04:16:59.848540,4.55,5
2025-12-05 04:34:50.167183,25.45,28
2025-12-05 04:50:31.458633,4.55,5
2025-12-05 05:06:18.762918,4.55,5
2025-12-05 05:21:57.968537,17.27,19
2025-12-05 05:38:49.812551,13.64,15
2025-12-05 05:54:23.983544,22.73,25
2025-12-05 06:10:02.857044,3.64,4
2025-12-05 06:25:44.007010,4.55,5
2025-12-05 08:29:51.670479,21.82,24
2025-12-05 08:45:44.052381,16.36,18
2025-12-05 09:01:51.478136,18.18,20
2025-12-05 09:17:57.655059,41.82,46
2025-12-05 09:33:58.412147,23.64,26
2025-12-05 09:50:18.785492,23.64,26
2025-12-05 10:09:49.733435,20.0,22
2025-12-05 10:26:05.100936,38.18,42
2025-12-05 11:03:04.580132,20.91,23
2025-12-05 11:19:46.366261,25.45,28
2025-12-05 11:35:44.253411,26.36,29
2025-12-05 11:51:27.319475,19.09,21
2025-12-05 12:30:21.969060,18.18,20
2025-12-05 12:46:28.395094,18.18,20
2025-12-05 13:36:31.170784,8.18,9
2025-12-05 13:52:24.952761,8.18,9
2025-12-05 14:08:05.107261,49.09,54
2025-12-05 14:24:08.500913,62.73,69
2025-12-05 14:40:05.073497,62.73,69
2025-12-05 14:57:02.175950,62.73,69
2025-12-05 15:12:49.558997,62.73,69
2025-12-05 15:28:32.631882,66.36,73
2025-12-05 15:44:33.896603,70.0,77
2025-12-05 16:00:39.426960,80.91,89
2025-12-05 16:16:28.320695,84.55,93
2025-12-05 16:32:03.927501,90.91,100
2025-12-05 16:47:41.724377,96.36,106
2025-12-05 17:03:33.173963,88.18,97
2025-12-05 17:19:07.320382,67.27,74
2025-12-05 17:34:38.983247,57.27,63
2025-12-05 17:51:23.446564,61.82,68
2025-12-05 18:09:18.877387,60.0,66
2025-12-05 18:24:48.388318,58.18,64
2025-12-05 18:40:15.256559,62.73,69
2025-12-05 18:55:42.880915,59.09,65
2025-12-05 19:12:34.436158,39.09,43
2025-12-05 19:28:14.154370,36.36,40
2025-12-05 19:43:56.763545,28.18,31
2025-12-05 19:59:26.279135,8.18,9
2025-12-05 20:14:54.417190,11.82,13
2025-12-05 20:30:32.055104,5.45,6
2025-12-05 20:46:05.189832,7.27,8
2025-12-05 21:01:37.801783,10.91,12
