Fecha,Saturación,N° de pallets
2026-08-14 08:40:04.705568,53.64,59
2026-08-14 09:02:55.193011,42.73,47
2026-08-14 09:27:44.013250,31.82,35
2026-08-14 09:52:30.332159,18.18,20
2026-08-14 10:17:05.249389,18.18,20
2026-08-14 10:42:25.104948,1.82,2
2026-08-14 11:09:21.958178,1.82,2
2026-08-14 11:34:12.868030,9.09,10
2026-08-14 11:58:53.675682,6.36,7
2026-08-14 12:23:26.826466,13.64,15
2026-08-14 12:48:00.312089,16.36,18
2026-08-14 13:15:52.767355,34.55,38
2026-08-14 13:43:14.290204,34.55,38
2026-08-14 14:25:59.285782,34.55,38
2026-08-14 14:55:09.506771,34.55,38
2026-08-14 15:20:34.643718,30.91,34
2026-08-14 15:45:49.264265,16.36,18
2026-08-14 16:15:02.457044,19.09,21
2026-08-14 16:51:45.850370,14.55,16
2026-08-14 17:08:45.365544,33.64,37
2026-08-14 17:33:41.722551,34.55,38
2026-08-14 17:59:21.634451,29.09,32
2026-08-14 18:24:48.580485,16.36,18
