Fecha,Saturación,N° de pallets
2025-10-24 07:53:24.799521,289.09,318
2025-10-24 08:09:31.395926,299.09,329
2025-10-24 08:24:55.142238,281.82,310
2025-10-24 08:40:19.193286,266.36,293
2025-10-24 08:57:04.001715,266.36,293
2025-10-24 09:12:33.982733,260.0,286
2025-10-24 09:27:58.003481,260.91,287
2025-10-24 09:44:28.778112,262.73,289
2025-10-24 09:59:58.900370,251.82,277
2025-10-24 10:15:30.845199,265.45,292
2025-10-24 11:21:06.902946,256.36,282
2025-10-24 11:37:55.358913,254.55,280
2025-10-24 11:54:20.655697,236.36,260
2025-10-24 12:27:27.087546,205.45,226
2025-10-24 12:43:51.080209,190.91,210
2025-10-24 12:59:10.008519,200.0,220
2025-10-24 13:49:05.435299,194.55,214
2025-10-24 14:04:22.857966,193.64,213
2025-10-24 14:20:45.445983,207.27,228
2025-10-24 14:37:48.401753,207.27,228
2025-10-24 14:54:09.866795,207.27,228
2025-10-24 15:13:28.935198,207.27,228
2025-10-24 15:30:56.108431,207.27,228
2025-10-24 15:48:25.930508,229.09,252
2025-10-24 16:38:04.687085,212.73,234
2025-10-24 16:55:30.081992,235.45,259
2025-10-24 17:26:58.044378,232.73,256
2025-10-24 17:58:27.059761,230.0,253
2025-10-24 19:52:29.840825,265.45,292
2025-10-24 20:24:03.512582,270.0,297
2025-10-24 20:41:36.284977,279.09,307
2025-10-24 20:56:53.752993,281.82,310
2025-10-24 21:13:19.378866,296.36,326
2025-10-24 21:29:43.117735,300.91,331
2025-10-24 21:44:59.867037,300.91,331
2025-10-24 22:16:29.324607,300.91,331
2025-10-24 22:31:47.690283,293.64,323
2025-10-24 22:50:24.093539,291.82,321
2025-10-24 23:06:49.523737,298.18,328
2025-10-24 23:23:13.588625,269.09,296
2025-10-24 23:38:31.295101,282.73,311
2025-10-24 23:54:52.836897,282.73,311
