Fecha,Saturación,N° de pallets
2025-12-24 00:07:51.135710,97.27,107
2025-12-24 00:23:24.799286,126.36,139
2025-12-24 00:39:00.785232,126.36,139
2025-12-24 00:54:33.778410,108.18,119
2025-12-24 01:09:59.952998,109.09,120
2025-12-24 01:25:30.417303,93.64,103
2025-12-24 01:40:58.811435,90.0,99
2025-12-24 01:58:44.989715,94.55,104
2025-12-24 02:14:14.383903,94.55,104
2025-12-24 02:30:55.800739,94.55,104
2025-12-24 02:46:22.355051,94.55,104
2025-12-24 03:03:44.446638,105.45,116
2025-12-24 03:19:14.442579,97.27,107
2025-12-24 03:35:55.796275,78.18,86
2025-12-24 03:54:58.934384,106.36,117
2025-12-24 04:10:23.707744,108.18,119
2025-12-24 04:25:55.961565,116.36,128
2025-12-24 04:41:23.303387,125.45,138
2025-12-24 04:56:47.338270,105.45,116
2025-12-24 05:28:27.003856,92.73,102
