Fecha,Saturación,N° de pallets
2026-06-06 00:05:23.163296,44.55,49
2026-06-06 00:30:00.984969,23.64,26
2026-06-06 00:52:13.918033,10.91,12
2026-06-06 01:33:08.574826,10.0,11
2026-06-06 02:11:53.307347,4.55,5
2026-06-06 02:37:23.808888,2.73,3
2026-06-06 03:01:02.287476,4.55,5
2026-06-06 03:23:22.015364,4.55,5
2026-06-06 03:45:42.478211,4.55,5
2026-06-06 04:42:47.183871,3.64,4
2026-06-06 05:06:17.920395,17.27,19
2026-06-06 05:44:59.430615,9.09,10
2026-06-06 06:08:24.933887,15.45,17
2026-06-06 06:30:43.723291,22.73,25
2026-06-06 06:55:26.464746,22.73,25
2026-06-06 07:35:20.924895,10.91,12
2026-06-06 07:57:39.681943,2.73,3
2026-06-06 08:21:36.630523,1.82,2
2026-06-06 08:45:43.208604,6.36,7
2026-06-06 09:41:18.757234,0.91,1
2026-06-06 10:05:16.892058,6.36,7
2026-06-06 10:28:44.802592,0.91,1
2026-06-06 11:08:47.953613,0.91,1
2026-06-06 11:33:35.027835,9.09,10
2026-06-06 11:57:04.370760,2.73,3
2026-06-06 12:21:43.124002,21.82,24
2026-06-06 12:44:23.913657,0.91,1
2026-06-06 13:08:00.442375,0.91,1
2026-06-06 13:32:41.475238,0.91,1
2026-06-06 13:54:55.349835,0.91,1
2026-06-06 14:18:26.610134,26.36,29
2026-06-06 14:43:40.272725,8.18,9
2026-06-06 15:09:07.953345,6.36,7
2026-06-06 15:49:05.550154,6.36,7
2026-06-06 16:12:35.687364,0.91,1
2026-06-06 16:36:10.887843,4.55,5
2026-06-06 17:14:56.507695,10.0,11
2026-06-06 17:38:29.777911,10.0,11
2026-06-06 17:59:54.658665,10.0,11
2026-06-06 18:22:13.102227,10.0,11
2026-06-06 18:45:00.921201,13.64,15
2026-06-06 19:07:37.305093,13.64,15
2026-06-06 19:30:03.902612,17.27,19
2026-06-06 20:11:26.642181,1.82,2
2026-06-06 20:35:49.492985,9.09,10
2026-06-06 20:59:27.102944,12.73,14
2026-06-06 21:22:12.159605,1.82,2
2026-06-06 21:45:39.416689,1.82,2
2026-06-06 22:10:26.690250,1.82,2
2026-06-06 22:34:33.518864,1.82,2
2026-06-06 22:59:13.633435,1.82,2
2026-06-06 23:37:03.936975,12.73,14
2026-06-06 23:59:22.118193,13.64,15
