Fecha,Saturación,N° de pallets
2026-01-29 20:02:46.057098,1.82,2
2026-01-29 20:18:28.183679,25.45,28
2026-01-29 20:33:47.894539,12.73,14
2026-01-29 20:45:59.570196,12.73,14
2026-01-29 21:01:29.291262,15.45,17
2026-01-29 21:16:48.421627,5.45,6
2026-01-29 21:33:16.796594,5.45,6
2026-01-29 21:48:39.597380,5.45,6
2026-01-29 21:55:11.115223,5.45,6
2026-01-29 22:10:31.713898,5.45,6
2026-01-29 22:25:47.257307,9.09,10
2026-01-29 22:41:11.054186,14.55,16
2026-01-29 22:58:19.780073,21.82,24
2026-01-29 23:13:33.173624,15.45,17
2026-01-29 23:28:47.356493,23.64,26
