Fecha,Saturación,N° de pallets
2026-03-09 13:21:48.980326,10.91,12
2026-03-09 13:38:43.628053,10.91,12
2026-03-09 13:54:16.671286,11.82,13
2026-03-09 14:27:00.944727,55.45,61
2026-03-09 14:43:45.364131,55.45,61
2026-03-09 15:01:11.122362,55.45,61
2026-03-09 15:33:47.364920,55.45,61
2026-03-09 15:50:35.989458,78.18,86
2026-03-09 16:07:44.207118,84.55,93
2026-03-09 16:24:41.365731,99.09,109
2026-03-09 16:44:00.275361,107.27,118
2026-03-09 17:01:51.843307,87.27,96
2026-03-09 17:19:29.388688,97.27,107
2026-03-09 17:36:47.927219,82.73,91
2026-03-09 17:52:38.890901,410.0,451
2026-03-09 18:10:29.042204,121.82,134
2026-03-09 18:26:11.856274,108.18,119
2026-03-09 18:41:49.607597,114.55,126
2026-03-09 19:16:33.324001,100.91,111
2026-03-09 19:32:18.168414,129.09,142
2026-03-09 19:47:58.212468,129.09,142
