Fecha,Saturación,N° de pallets
2026-02-05 00:30:49.891489,45.45,50
2026-02-05 00:48:36.016995,36.36,40
2026-02-05 01:05:05.977907,45.45,50
2026-02-05 02:11:16.758332,42.73,47
2026-02-05 03:00:49.199630,26.36,29
2026-02-05 03:50:16.606838,14.55,16
2026-02-05 04:06:52.302974,14.55,16
2026-02-05 04:40:00.401989,15.45,17
2026-02-05 06:37:23.904419,65.45,72
2026-02-05 06:54:02.940617,65.45,72
2026-02-05 07:10:45.871896,65.45,72
2026-02-05 07:28:28.351491,65.45,72
2026-02-05 08:01:38.408667,84.55,93
2026-02-05 08:16:57.789224,64.55,71
2026-02-05 09:58:03.429443,40.0,44
2026-02-05 10:17:15.017937,38.18,42
2026-02-05 10:51:22.012744,35.45,39
2026-02-05 11:57:09.796702,25.45,28
2026-02-05 13:04:15.008560,32.73,36
2026-02-05 14:43:43.410799,85.45,94
