Cia;Codigo;DescripciÃ³n de artÃ­culo;Cod Barra;Peso;Cupo;CUPO PALLET;UNI EMPAQUE;CÃ³digos de artÃ­-culos alternativos;Descrip 3 Artic;TipoAlmac;Linea;Costo Und;Cod Jerarq 5;Cod Jerarq 1;Jerarq1;Cod Jerarq 2;Jeraq Item 2;Cod Jerarq 3;Jerarq3;Jerarq4;Categoria;Grupo Productos;Grupo;Groupo VAS;Peligroso;Cod Pre-pack;Fe y Hr Creac;Registro de hora de modificaciÃ³n;Usuario de modificaciÃ³n;Mod Host?;Es principal;Modif Interf?;SKU Dummy?;Empaq C/OLA;Fecha Mod Cubis;Sigue InvAtrib A;Sigue InvAtrib B;Sigue InvAtrib C;Sigue InvAtrib D;Sigue InvAtrib E;Sigue InvAtrib F;Sigue InvAtrib G;Porc Toler Pack;Descrip 2 Artic;Estilo;Descripcion corta;SKU;Parte b;Parte c;Parte d;Parte e;Parte f;Std Pack Qty;Apilabilidad;UnMinDespacho;Total de unidades secundarias;Req Nro Lote;Seguimiento de número de serie;Manejo Decimal?;Usuario creado;UM principal
CLID;503137;Pan Frances 24p 1400gÂ PPACK HOU;7803473005700;1400;1;60;BCH;503137;BCH;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;09/07/2020 18:04;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503137;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503139;Pan de Pascua Chips Choc 500g Bolsa FUC;7803480001306;500;18;35;CG;503139;CG;;;1;100234;0;Cantidad de pallet;7;Envases por Bandeja;5;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;07/10/2020 11:01;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503139;;;;;;7;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503161;Pan Hot Dog Ed Ltda 6p 312g Bolsa ID;7803403003073;312;12;60;BG;503161;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;30/07/2020 19:05;27/08/2026 15:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503161;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503167;Mantequilla Campo LN 18p 125g CAP NP;7801907067768;125;8;20;CT;503167;CT;;;1;100234;0;Cantidad de pallet;5;Envases por Bandeja;4;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;14/06/2024 13:13;15/11/2024 00:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503167;;;;;;5;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503169;Takis Blue Heat CH 1p 190g FLOW BAR;7803403003851;190;20;64;CT;503169;CT;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;8;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;15/04/2024 19:42;15/09/2026 22:42;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503169;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503170;Braunichoc 4p 140g ME NUR;7803525001087;140;24;60;CG;503170;CG;BIZCOCHOAR;;1;100234;0;Cantidad de pallet;10;Envases por Bandeja;6;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;24/09/2020 19:32;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503170;;;;;;10;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503179;Salmas Horneadas 5p 90g CJ SAN EXP;17750727009816;90;28;105;CT;503179;CT;;;1;100234;0;Cantidad de pallet;7;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;24/09/2020 21:31;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503179;;;;;;7;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503180;Salmas Maiz Morado 5p 90g EXP CH SAN;7750727010679;90;28;105;CT;503180;CT;;;1;100234;0;Cantidad de pallet;7;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;24/09/2020 21:31;18/08/2026 15:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503180;;;;;;7;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503181;Pan Calabaza Nuez 1p 630g  BOLSA FUC;7803480001313;630;10;60;BG;503181;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;04/09/2020 14:01;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503181;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503208;Grisin Gourm Mant Cib 1p 120g BOL EXP ID;7840131003838;120;30;90;CME;503208;CME;;;1;100234;0;Cantidad de pallet;10;Envases por Bandeja;9;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;05/11/2020 16:27;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503208;;;;;;10;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503209;Grisin Gourm Rom Oliv 1p 120g BOL EXP ID;7840131003814;120;30;90;CME;503209;CME;;;1;100234;0;Cantidad de pallet;10;Envases por Bandeja;9;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;16/12/2021 22:44;18/08/2026 14:14;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503209;;;;;;10;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503210;Grisin Gourm Ceb Asad 1p 120g BOL EXP ID;7840131003821;120;30;90;CME;503210;CME;;;1;100234;0;Cantidad de pallet;10;Envases por Bandeja;9;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;05/11/2020 16:27;18/08/2026 14:14;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503210;;;;;;10;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503233;Tortilla Rapiditas 14p 350g BOLSA ID;7803403003097;350;24;48;BG;503233;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;02/11/2020 00:41;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503233;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503286;Galleta Avena Pasas 4P 50g Bolsa NUR;7803525999063;50;36;170;CC;503286;CC;GALLETA;;1;100234;0;Cantidad de pallet;17;Envases por Bandeja;10;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;26/11/2020 18:39;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503286;;;;;;17;;;1;True;Not Required;False;10000115;units
CLID;503287;Galleta Avena Manzana 4p 50g Bolsa NUR;7803525999070;50;36;170;CC;503287;CC;;;1;100234;0;Cantidad de pallet;17;Envases por Bandeja;10;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;23/11/2020 21:42;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503287;;;;;;17;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503288;Galleta Avena Chocolate 4p 50g Bolsa NUR;7803525999087;50;36;170;CC;503288;CC;GALLETARES;;1;100234;0;Cantidad de pallet;17;Envases por Bandeja;10;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;26/11/2020 18:39;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503288;;;;;;17;;;1;True;Not Required;False;10000115;units
CLID;503291;Galleton Almendra 4p 160g ME NUR;7803525001162;160;14;100;CG;503291;CG;;;1;100234;0;Cantidad de pallet;10;Envases por Bandeja;10;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503291;;;;;;10;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503292;Galleton Avena Manzana 4p 160g ME NUR;7803525001155;160;14;100;CG;503292;CG;;;1;100234;0;Cantidad de pallet;10;Envases por Bandeja;10;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503292;;;;;;10;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503293;Galleton Avena Pasas 4p 160g ME NUR;7803525001148;160;14;100;CG;503293;CG;;;1;100234;0;Cantidad de pallet;10;Envases por Bandeja;10;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503293;;;;;;10;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503294;Galleton Chips Chocolate 4p 160g ME NUR;7803525001131;160;14;100;CG;503294;CG;;;1;100234;0;Cantidad de pallet;10;Envases por Bandeja;10;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503294;;;;;;10;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503295;Pack Alfajor Chileno 4p 180g ME NUR;7803525001117;180;26;100;CG;503295;CG;;;1;100234;0;Cantidad de pallet;10;Envases por Bandeja;10;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503295;;;;;;10;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503296;Pack Delicias Frambuesa 4p 168g ME NUR;7803525001100;168;26;100;CG;503296;CG;;;1;100234;0;Cantidad de pallet;10;Envases por Bandeja;10;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503296;;;;;;10;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503297;Queque Marmol 4p 280g ME NUR;7803525001124;280;8;100;CME;503297;CME;;;1;100234;0;Cantidad de pallet;10;Envases por Bandeja;10;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503297;;;;;;10;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503301;Mankeke 4p 120g ME MLA;7803473005748;120;28;48;BG;503301;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;20/07/2026 22:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503301;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503302;Pinguino 4p 160g ME MLA;7803473005762;160;24;48;BG;503302;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503302;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503303;Pinguino chocolate 4p 160g ME MLA;7803473005755;160;24;48;BG;503303;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;20/07/2026 22:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503303;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503304;Rayita Twinkies Vainilla 4p 120g ME MLA;7803473005779;120;39;48;BG;503304;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503304;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503305;Rayita Twinkies Frutilla 4p 120g ME MLA;7803473005786;120;39;48;BG;503305;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503305;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503306;Laguito 4p 140g ME LDS;7803400001669;140;52;48;BG;503306;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;12;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503306;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503307;Alfi 4p 160g ME MLA;7803473005793;160;36;100;BG;503307;BG;;;1;100234;0;Cantidad de pallet;10;Envases por Bandeja;10;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503307;;;;;;10;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503322;Brownie Mini 1p 30g Bolsa NUR;7803525001186;30;144;54;CME;503322;CME;;;1;100234;0;Cantidad de pallet;9;Envases por Bandeja;6;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;27/01/2021 17:12;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503322;;;;;;9;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503323;Pan Hamburguesa Gde 6p 480g Bolsa CEN;7803473005731;480;8;60;BME;503323;BME;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;06/01/2021 12:37;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503323;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503324;Pan Blanco Ed Ltda 1p 520g Bolsa ID;7803403003103;520;10;60;BG;503324;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;06/01/2021 13:07;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503324;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503353;Takis Xplosion CEE CHI 1p 200g Bolsa BAR;503353;200;16;72;CME;503353;CME;;;1;100234;0;Cantidad de pallet;9;Envases por Bandeja;8;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;08/02/2021 20:12;27/07/2026 17:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503353;;;;;;9;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503355;Takis Fuego TRA CHI 1p 200g Bolsa BAR;757528044990;200;16;64;CME;503355;CME;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;8;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;10/02/2021 21:12;27/07/2026 17:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503355;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503356;Takis Xplosion TRA CHI 1p 200g Bolsa BAR;757528044970;200;16;64;CME;503356;CME;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;8;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;10/02/2021 21:12;27/07/2026 18:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503356;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503357;Takis Fuego CEE CHI 1p 200g Bolsa BAR;757528044992_1;200;16;72;CME;503357;CME;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;9;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;17/11/2021 17:13;27/07/2026 17:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;Takis Fuego CEE CHI 1p 200g Bolsa BAR;;;503357;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503358;Takis Original TRA CHI 1p 200g Bolsa BAR;757528044980;200;16;64;CME;503358;CME;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;8;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;10/02/2021 21:42;27/07/2026 17:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;Takis Original TRA CHI 1p 200g Bolsa BAR;;;503358;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503365;Galleta Pinguino 5p 40g Tira MLA;7501030425953;40;90;90;CU;503365;CU;;;1;100234;0;Cantidad de pallet;6;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;19/02/2021 17:29;18/08/2026 14:14;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503365;;;;;;6;;;1;True;Not Required;False;10000115;units
CLID;503366;Gansito Wafer Detalle 1p 23g bolsa MLA;17750727010546;23;120;88;CME;503366;CME;;;1;100234;0;Cantidad de pallet;11;Envases por Bandeja;8;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;23/02/2021 14:41;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503366;;;;;;11;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503371;CalTort Rojo 1p 30g BOLSA TR;7777473005410;30;100;16;CT;503371;CT;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;2;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;05/03/2021 15:11;25/11/2024 16:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503371;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503372;CalTort Rosado 1p 30g BOLSA TR;7777403000188;30;100;16;CT;503372;CT;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;2;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;05/03/2021 18:43;25/11/2024 16:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503372;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503373;CalTort Amarillo 1p 30g BOLSA TR;7777403000195;30;100;16;CT;503373;CT;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;2;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;05/03/2021 19:41;25/11/2024 16:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503373;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503374;CalTort Celeste 1p 30g BOLSA TREA;7777403002304;30;100;16;CT;503374;CT;;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;2;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;05/03/2021 19:41;25/11/2024 16:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503374;;;;;;8;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503375;Brownie Mini 6p 180g ME NUR;7803525001193;180;15;60;CME;503375;CME;;;1;100234;0;Cantidad de pallet;10;Envases por Bandeja;6;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503375;;;;;;10;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503410;Pan Hotdog 8p 480g Bolsa ID;7803403003158;480;9;60;BME;503410;BME;XL;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;04/05/2021 18:13;18/08/2026 14:14;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503410;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503411;Pre Mezcla Pan Blanco 1p 500g Bolsa ID;7803403003165;500;12;75;CG;503411;CG;;;1;100234;0;Cantidad de pallet;5;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;04/05/2021 18:13;20/07/2026 22:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503411;;;;;;5;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503412;Pre Mezcla Pan Granos 1p 500g Bolsa ID;7803403003172;500;12;75;CG;503412;CG;;;1;100234;0;Cantidad de pallet;5;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;04/05/2021 18:13;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503412;;;;;;5;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503413;Pan Integ masProtein10 1p 640g BOLSA ID;7803403003110;640;10;60;BG;503413;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;15;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;04/05/2021 18:13;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;Pan Integ masProtein10 1p 640g BOLSA ID;;;503413;;;;;;4;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503414;Brownie Fudge 1p 50g BOLSA NUR;7803525001230;50;60;63;CG;503414;CG;;;1;100234;0;Cantidad de pallet;9;Envases por Bandeja;7;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503414;;;;;;9;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503415;Brownie Fudge 4p 200g ME NUR;7803525001216;200;8;63;CME;503415;CME;;;1;100234;0;Cantidad de pallet;9;Envases por Bandeja;7;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;25/05/2021 12:29;20/07/2026 22:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503415;;;;;;9;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;503426;Tortilla Mexicana 10p 320g BOL TR EXP;37803473002243;320;18;84;CT;503426;CT;;;1;100234;0;Cantidad de pallet;6;Envases por Bandeja;14;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;03/06/2021 21:13;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;503426;;;;;;6;;;1;True;Not Required;False;lgfwebservice_2;units
