Cia;Codigo;DescripciÃ³n de artÃ­culo;Cod Barra;Peso;Cupo;CUPO PALLET;UNI EMPAQUE;CÃ³digos de artÃ­-culos alternativos;Descrip 3 Artic;TipoAlmac;Linea;Costo Und;Cod Jerarq 5;Cod Jerarq 1;Jerarq1;Cod Jerarq 2;Jeraq Item 2;Cod Jerarq 3;Jerarq3;Jerarq4;Categoria;Grupo Productos;Grupo;Groupo VAS;Peligroso;Cod Pre-pack;Fe y Hr Creac;Registro de hora de modificaciÃ³n;Usuario de modificaciÃ³n;Mod Host?;Es principal;Modif Interf?;SKU Dummy?;Empaq C/OLA;Fecha Mod Cubis;Sigue InvAtrib A;Sigue InvAtrib B;Sigue InvAtrib C;Sigue InvAtrib D;Sigue InvAtrib E;Sigue InvAtrib F;Sigue InvAtrib G;Porc Toler Pack;Descrip 2 Artic;Estilo;Descripcion corta;SKU;Parte b;Parte c;Parte d;Parte e;Parte f;Std Pack Qty;Apilabilidad;UnMinDespacho;Total de unidades secundarias;Req Nro Lote;Seguimiento de número de serie;Manejo Decimal?;Usuario creado;UM principal
CLID;39799;Quequitos Chocolate 6p 300g CEN;7803473004154;300;15;72;BG;39799;BG;PANQ;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;39799;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;40168;Pan Pita Blanco Light 8p 344g CJ ID;7803473001993;344;14;120;BCH;40168;BCH;PITA;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;30;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;40168;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;40279;Mil Hojas 6p 280g ADP;7803473002143;280;22;72;BG;40279;BG;PAST;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;18/08/2026 14:14;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;40279;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;40382;Alfi 10p 200g ME MLA;7803473004680;150;40;72;BG;40382;BG;SWALF;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;40382;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;40383;Galleton AvenaChocolate 4p 200g FUC;7803480000934;200;28;72;BG;40383;BG;SWALF;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;27/08/2026 15:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;40383;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;40384;Galleton AvenaCranberry 4p 200g FUC;7803480000941;200;28;72;BG;40384;BG;SWALF;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;27/08/2026 15:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;40384;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;40575;Tortilla Mexicana 10p 320g TR;7803473002242_1;320;18;72;BG;40575;BG;RCKI;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;27/08/2026 15:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;40575;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;4077;Mil Hojas 1p 80g ADP;7803403002014;80;144;72;BG;4077;BG;PAST;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;4077;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;41671;Prepizza Toques de Cebolla 2p 500g ID;7803473001603;500;18;72;BG;41671;BG;RCKM;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;41671;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;41916;Alfajor Brandy 12p 540g LDS;7803400001492;45;180;72;BG;41916;BG;SWALF;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;27/08/2026 15:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;41916;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;41922;Alfajor Clasico 12p 540g LDS;7803400001508;540;180;72;BG;41922;BG;SWALF;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;41922;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;42427;Medialuna Mant Esp Prefe 288p 9.67kg ID;7797674001183;9670;288;48;CT;42427;CT;;;1;100234;0;Cantidad de pallet;12;Envases por Bandeja;4;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;10/09/2019 07:05;27/08/2026 15:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;MedluPref9.67kg;;;42427;;;;;;12;;;1;True;Not Required;False;lgfwebservice;units
CLID;4386;Pan Flautitas 6p 318g Bolsa ID;7803403043864;318;11;72;BG;4386;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;27/08/2018 18:40;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;PanFlauti6p318g;;;4386;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;4388;Pan Rallado XL 250g ID;7803403002212;250;32;120;BCH;4388;BCH;IMP;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;30;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;4388;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;44169;Rayita 2p 60g MLA;7803473004635;60;94;72;BG;44169;BG;RCKJ;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 22:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;44169;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;44238;Gansito go 7p 175g ME MLA;7803473004642;175;36;72;BG;44238;BG;PAST;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 22:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;MGansitGo7p175;;;44238;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;44272;Mankeke 8p 200g ME MLA;7803473004659;200;20;72;BG;44272;BG;PAST;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;27/08/2026 15:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;MManke8p200gMul;;;44272;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;44282;Gansito 4p 200g MLA;7803473002068;200;36;72;BG;44282;BG;PAST;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;44282;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;44284;Tortilla Integral 8p 260g TR;7803403001895_1;260;18;72;BG;44284;BG;TOR;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;27/08/2026 15:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;44284;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;44397;Chilenos 6p 230g ADP;7803403101045;230;8;120;BCH;44397;BCH;ADP;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;30;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;44397;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;44398;Principes 6p 230g ADP;7803403101069;230;8;120;BCH;44398;BCH;ADP;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;30;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;19/08/2026 00:12;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;44398;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;44400;Pan de Pascua 900g ADP;7803403104015;800;18;45;CG;44400;CG;IMP;;1;100234;0;Cantidad de pallet;5;Envases por Bandeja;9;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;27/08/2026 15:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;44400;;;;;;5;;;1;True;Not Required;False;lgfwebservice;units
CLID;44463;Disco Merengue Cup 3p 450g ADP;7803403601019;450;5;72;BG;44463;BG;ADP;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;27/08/2026 15:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;44463;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;44554;Pizza Clas Promo 2p 500g ID;78034032363410;500;20;72;BG;44554;BG;PIZZA;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;30/04/2018 20:29;27/08/2026 15:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;44554;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;44555;Rapiditas Tortilla 8p 200g ASS ID;7803403000331;200;27;72;BG;44555;BG;RCKN;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;16/06/2018 22:25;19/08/2026 14:13;marennan;True;False;False;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;ITorRapPr8p200g;;;44555;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;44817;Sampling Pan Artesano 56G Id;7803403002359;56;85;72;BG;44817;BG;IMP;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;44817;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;44855;Rapiditas Tortilla Trad 8p 200g ID;78034030003311;200;27;72;BG;44855;BG;RCKI;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;15/11/2024 10:11;cadelgu;True;False;False;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;ITortilla8p200g;;;44855;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;44860;Pan Blanc Stuttgart con Ses 600g FUC;7803480001030;600;10;72;BG;44860;BG;PIS_C;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;25/11/2024 16:14;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;FPanBcoStuCS600;;;44860;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;44881;Galleton Miel 1p 70g ADP;7803473001504;70;84;72;BG;44881;BG;ADP;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;44881;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;45002;Mankeke Chocolate 4p 100g MLA;7803473004604;100;60;72;BG;45002;BG;PAST;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;45002;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;45213;Pan de Pascua libre ley 500g ID;7803403001918;500;18;45;CG;45213;CG;IMP;;1;100234;0;Cantidad de pallet;5;Envases por Bandeja;9;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;27/08/2026 15:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;45213;;;;;;5;;;1;True;Not Required;False;lgfwebservice;units
CLID;45221;Pan Integral 1p 380g Bolsa ID;7803403001901;380;13;72;BG;45221;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;30/04/2018 20:29;27/08/2026 15:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;45221;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;45587;Gansito Manjar 1p 47g MLA;7803473004307;47;144;72;BG;45587;BG;PAST;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;27/08/2026 15:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;45587;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;45644;Minibaguette Prec. 1p 480g FLOW ID;7793890256291;480;24;30;CG;45644;CG;;;1;100234;0;Cantidad de pallet;6;Envases por Bandeja;5;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;17/02/2021 16:11;27/08/2026 15:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;45644;;;;;;6;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;45645;Minibaguette Prec. Salv. 1p 480g FLOW ID;7793890256307;480;24;30;CG;45645;CG;;;1;100234;0;Cantidad de pallet;6;Envases por Bandeja;5;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;17/02/2021 16:11;27/08/2026 15:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;45645;;;;;;6;;;1;True;Not Required;False;lgfwebservice_2;units
CLID;46192;Tortilla 25cm 12p 940g HOU;7803403002397;940;12;30;CME;46192;CME;TOR;;1;100234;0;Cantidad de pallet;6;Envases por Bandeja;5;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;02/09/2026 08:56;10000115;True;False;False;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;HTortil25cm940g;;;46192;;;;;;6;;;1;True;Not Required;False;lgfwebservice;units
CLID;46193;Tortilla 17cm 10p 320g HOU;17803473002243;320;18;30;CME;46193;CME;TOR;;1;100234;0;Cantidad de pallet;6;Envases por Bandeja;5;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 22:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;HTort17c10p320g;;;46193;;;;;;6;;;1;True;Not Required;False;lgfwebservice;units
CLID;4620;Mankeke 2p 60g CJ MLA;7803473241252;60;104;72;BG;4620;BG;PAST;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;18/08/2026 14:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;4620;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;46314;Brownie Chips 4p 272g FUC;7803480000798;272;30;72;BG;46314;BG;PANQ;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;27/08/2026 15:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;46314;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;46316;Brownie Nuez 4p 272g FUC;7803480000781;272;30;72;BG;46316;BG;PANQ;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 22:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;46316;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;46321;Pan Blanco Sin Bordes 430g Id;7803403001840;430;12;72;BG;46321;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;46321;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;46330;Pan Integral Sin Bordes 430g Id;7803403001857;430;12;72;BG;46330;BG;;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;46330;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;46338;Pan Integral 380g Fuc;7803480001061;380;13;72;BG;46338;BG;PIS_B;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;27/08/2026 15:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;46338;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;4635;Galletas Chia y Arandanos 220g SAN;7730154004434;220;24;64;CG;4635;CG;IMP;;1;100234;0;Cantidad de pallet;8;Envases por Bandeja;8;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;29/04/2018 17:56;29/04/2025 18:13;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;4635;;;;;;8;;;1;True;Not Required;False;lgfwebservice;units
CLID;4660;Hot Dog 19cm 8p 530g Bol HOU;7803473046604;530;6;72;BG;4660;BG;PIS_E;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;24/08/2026 11:00;10000115;True;False;False;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;HHDog19cm8p530g;;;4660;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;4688;Pan Blanco 1p 380g Bolsa ID;7803473212054;380;13;72;BG;4688;BG;PIS_E;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;27/08/2026 15:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;PanBlanco380g;;;4688;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;4690;Pan Blanco Sandwich 700g Id;7803473212238;700;8;72;BG;4690;BG;PIS_B;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;18/08/2026 14:14;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;4690;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;4697;Queque Clasico 225g CEN;7803473300034;225;21;72;BG;4697;BG;PANQ;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 21:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;CQqeClasico225g;;;4697;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;47741;Pan Blco Gde 1p 560g Bolsa CEN;7803473000873;560;10;72;BG;47741;BG;XL;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 21:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;47741;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;48069;Pan Molde Blanco Artesano 500g ID;7803480000705;500;10;72;BG;48069;BG;PIS_A;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;27/08/2026 15:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;IMolBcoArte500g;;;48069;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;48558;Rayita Frutilla 2P 60G Mla;78034730042770;60;90;72;BG;48558;BG;PAST;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;18/08/2026 14:14;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;48558;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;48559;Rayita Tropical 2p 60g MLA;7803473004284;60;94;72;BG;48559;BG;PAST;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;18;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 22:44;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;48559;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
CLID;48825;Alfi 4p 120g MLA;7803473002044;120;45;120;BCH;48825;BCH;SWALF;;1;100234;0;Cantidad de pallet;4;Envases por Bandeja;30;Bandejas por Pallet;Unit of Measure;Codigo de Barredura;;;;False;;28/04/2018 19:19;20/07/2026 22:43;lgfwebservice_2;True;False;True;False;False;;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;No obligatorio;0;;;;48825;;;;;;4;;;1;True;Not Required;False;lgfwebservice;units
