Fecha,Saturación,N° de pallets
2026-04-21 00:22:17.297242,80.0,88
2026-04-21 00:54:20.455711,72.73,80
2026-04-21 01:28:46.501120,48.18,53
2026-04-21 01:44:22.810193,32.73,36
2026-04-21 02:17:55.084811,12.73,14
2026-04-21 02:34:42.650919,17.27,19
2026-04-21 02:51:29.996727,8.18,9
2026-04-21 03:40:02.838566,10.0,11
2026-04-21 04:12:09.179104,5.45,6
2026-04-21 04:27:43.568717,4.55,5
2026-04-21 05:16:23.222518,13.64,15
2026-04-21 05:50:44.898979,0.91,1
2026-04-21 06:06:33.801429,1.82,2
2026-04-21 06:23:19.174072,9.09,10
2026-04-21 06:57:45.655890,9.09,10
2026-04-21 07:49:13.757588,14.55,16
2026-04-21 08:04:50.015643,6.36,7
2026-04-21 08:22:57.581361,17.27,19
2026-04-21 08:58:32.989927,8.18,9
2026-04-21 09:14:14.288440,9.09,10
2026-04-21 09:48:49.634747,4.55,5
2026-04-21 10:39:17.538956,3.64,4
2026-04-21 11:44:42.188828,0.91,1
2026-04-21 12:17:16.346484,6.36,7
2026-04-21 12:49:40.455183,0.91,1
2026-04-21 13:05:20.103046,0.91,1
2026-04-21 13:37:39.869219,16.36,18
2026-04-21 13:53:17.052988,16.36,18
2026-04-21 14:25:42.204789,16.36,18
2026-04-21 15:13:34.858799,46.36,51
2026-04-21 15:30:28.757913,30.91,34
2026-04-21 16:19:28.289212,14.55,16
2026-04-21 16:52:01.715517,13.64,15
2026-04-21 17:10:41.606684,20.0,22
2026-04-21 17:26:24.253893,20.0,22
2026-04-21 17:43:18.477469,13.64,15
2026-04-21 18:00:39.481250,40.91,45
2026-04-21 18:16:15.180038,45.45,50
2026-04-21 18:48:19.643773,38.18,42
2026-04-21 19:37:03.006778,23.64,26
2026-04-21 19:52:38.508826,12.73,14
2026-04-21 20:10:36.667203,10.0,11
2026-04-21 20:28:33.313439,10.91,12
2026-04-21 21:18:16.672851,11.82,13
2026-04-21 21:51:40.205992,3.64,4
