Fecha,Saturación,N° de pallets
2025-12-10 00:05:58.526717,52.73,58
2025-12-10 00:55:17.985429,16.36,18
2025-12-10 01:13:01.575518,14.55,16
2025-12-10 01:44:51.194600,13.64,15
2025-12-10 02:00:18.503776,4.55,5
2025-12-10 02:15:44.808942,8.18,9
2025-12-10 02:33:12.589754,8.18,9
2025-12-10 02:48:41.481318,8.18,9
2025-12-10 03:05:52.997287,4.55,5
2025-12-10 03:22:29.945573,1.82,2
2025-12-10 03:55:19.421969,7.27,8
2025-12-10 04:11:58.385063,15.45,17
2025-12-10 04:28:24.256318,8.18,9
2025-12-10 04:43:44.416977,5.45,6
2025-12-10 05:00:10.522358,1.82,2
2025-12-10 05:51:07.547222,5.45,6
